,Onduleur A: energie totale (MWh),Onduleur B: energie totale (MWh),Onduleur C: energie totale (MWh),Onduleur D-A: energie totale (MWh),Onduleur D-B: energie totale (MWh),Onduleur: energie totale (MWh)
2023-01-31 15:50:00+00:00,12.195914,8.372335,12.621067,8.093069,8.430079,49.692
2023-01-31 16:00:00+00:00,12.197458,8.373404,12.622671,8.094192,8.431136,49.697
2023-01-31 16:10:00+00:00,12.198847,8.374404,12.624124,8.095259,8.432092,49.704002
2023-01-31 16:20:00+00:00,12.200024,8.375221,12.625356,8.096161,8.432887,49.709
2023-01-31 16:30:00+00:00,12.200948,8.375886,12.626325,8.096883,8.433508,49.714
2023-01-31 16:40:00+00:00,12.201737,8.376434,12.627142,8.097517,8.434009,49.717003
2023-01-31 16:50:00+00:00,12.202174,8.376746,12.627584,8.097851,8.434298,49.718002
2023-01-31 17:00:00+00:00,12.202482,8.376965,12.627894,8.098083,8.434505,49.72
2023-01-31 17:10:00+00:00,12.202714,8.377142,12.628131,8.098264,8.434668,49.721
2023-01-31 17:20:00+00:00,12.202882,8.377272,12.628306,8.098401,8.434792,49.721
2023-01-31 17:30:00+00:00,12.202982,8.37735,12.628409,8.098484,8.434863,49.722
2023-01-31 17:40:00+00:00,12.203022,8.377383,12.62845,8.098521,8.434895,49.722
2023-01-31 17:50:00+00:00,12.203031,8.377389,12.628459,8.098528,8.434899,49.722
2023-01-31 18:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 18:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 18:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 18:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 18:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 18:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 19:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 19:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 19:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 19:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 19:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 19:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 20:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 20:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 20:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 20:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 20:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 20:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 21:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 21:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 21:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 21:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 21:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 21:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 22:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 22:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 22:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 22:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 22:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 22:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 23:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 23:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 23:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 23:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 23:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-01-31 23:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 00:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 00:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 00:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 00:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 00:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 00:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 01:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 01:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 01:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 01:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 01:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 01:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 02:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 02:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 02:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 02:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 02:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 02:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 03:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 03:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 03:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 03:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 03:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 03:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 04:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 04:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 04:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 04:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 04:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 04:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 05:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 05:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 05:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 05:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 05:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 05:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 06:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 06:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 06:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 06:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 06:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 06:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 07:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 07:10:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 07:20:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 07:30:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 07:40:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 07:50:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 08:00:00+00:00,12.203031,8.377389,12.62846,8.098528,8.434899,49.722
2023-02-01 08:10:00+00:00,12.20304,8.377396,12.628473,8.098535,8.434905,49.722
2023-02-01 08:20:00+00:00,12.203092,8.377432,12.628526,8.098573,8.43494,49.722
2023-02-01 08:30:00+00:00,12.203193,8.377517,12.628631,8.098658,8.435021,49.723
2023-02-01 08:40:00+00:00,12.203328,8.377624,12.628771,8.098765,8.435119,49.723
2023-02-01 08:50:00+00:00,12.203583,8.377804,12.629029,8.098942,8.435292,49.724
2023-02-01 09:00:00+00:00,12.204055,8.378127,12.629508,8.099254,8.435604,49.725998
2023-02-01 09:10:00+00:00,12.204587,8.378508,12.630057,8.099623,8.435975,49.729
2023-02-01 09:20:00+00:00,12.205094,8.378859,12.630586,8.099936,8.436331,49.73
2023-02-01 09:30:00+00:00,12.206068,8.379555,12.631585,8.100378,8.437058,49.734997
2023-02-01 09:40:00+00:00,12.207515,8.380567,12.633048,8.101117,8.438137,49.740005
2023-02-01 09:50:00+00:00,12.208908,8.381535,12.634449,8.101826,8.439108,49.746002
2023-02-01 10:00:00+00:00,12.210773,8.382856,12.636343,8.102781,8.440575,49.754
2023-02-01 10:10:00+00:00,12.213044,8.384448,12.638657,8.10397,8.442317,49.762
2023-02-01 10:20:00+00:00,12.214782,8.385689,12.640432,8.104857,8.443711,49.769997
2023-02-01 10:30:00+00:00,12.216374,8.386801,12.642067,8.105686,8.444966,49.776
2023-02-01 10:40:00+00:00,12.218598,8.388387,12.64438,8.106863,8.44679,49.784
2023-02-01 10:50:00+00:00,12.221021,8.390067,12.646769,8.108145,8.448638,49.794003
2023-02-01 11:00:00+00:00,12.223494,8.391844,12.649289,8.109506,8.450555,49.805
2023-02-01 11:10:00+00:00,12.225415,8.393153,12.651191,8.110549,8.451983,49.811996
2023-02-01 11:20:00+00:00,12.228104,8.395036,12.653939,8.112072,8.454049,49.823
2023-02-01 11:30:00+00:00,12.230779,8.396942,12.656672,8.113645,8.456166,49.834
2023-02-01 11:40:00+00:00,12.233704,8.399001,12.659648,8.11537,8.458412,49.846
2023-02-01 11:50:00+00:00,12.236603,8.401061,12.662681,8.117129,8.460722,49.857998
2023-02-01 12:00:00+00:00,12.239636,8.403196,12.665732,8.118973,8.463007,49.869
2023-02-01 12:10:00+00:00,12.242704,8.405369,12.668917,8.120867,8.465394,49.882004
2023-02-01 12:20:00+00:00,12.245911,8.407582,12.67215,8.12283,8.467771,49.897
2023-02-01 12:30:00+00:00,12.248714,8.409586,12.675092,8.124659,8.469917,49.909
2023-02-01 12:40:00+00:00,12.251782,8.411736,12.678246,8.126637,8.472272,49.920998
2023-02-01 12:50:00+00:00,12.254876,8.413888,12.681429,8.128569,8.474607,49.934002
2023-02-01 13:00:00+00:00,12.257922,8.41604,12.68455,8.130544,8.476955,49.946
2023-02-01 13:10:00+00:00,12.26097,8.418174,12.687682,8.132522,8.479236,49.958
2023-02-01 13:20:00+00:00,12.263982,8.420253,12.690776,8.134462,8.481526,49.971
2023-02-01 13:30:00+00:00,12.267032,8.422401,12.693889,8.136486,8.483805,49.982998
2023-02-01 13:40:00+00:00,12.270133,8.424503,12.697054,8.138486,8.486114,49.996002
2023-02-01 13:50:00+00:00,12.273409,8.426796,12.700408,8.140698,8.488563,50.01
2023-02-01 14:00:00+00:00,12.276284,8.42883,12.703381,8.142648,8.490624,50.022
2023-02-01 14:10:00+00:00,12.27851,8.430393,12.70554,8.144168,8.492162,50.029
2023-02-01 14:20:00+00:00,12.28096,8.432119,12.708077,8.145884,8.493956,50.04
2023-02-01 14:30:00+00:00,12.282115,8.432916,12.709211,8.146677,8.494717,50.046
2023-02-01 14:40:00+00:00,12.283351,8.43378,12.710479,8.147524,8.495524,50.051
2023-02-01 14:50:00+00:00,12.284491,8.434576,12.711644,8.148359,8.496318,50.055
2023-02-01 15:00:00+00:00,12.286604,8.436072,12.713924,8.149894,8.497863,50.062996
2023-02-01 15:10:00+00:00,12.288576,8.437524,12.716064,8.151458,8.499383,50.072998
2023-02-01 15:20:00+00:00,12.290699,8.439008,12.718321,8.153028,8.500936,50.082
2023-02-01 15:30:00+00:00,12.292917,8.440581,12.720704,8.154724,8.502583,50.092
2023-02-01 15:40:00+00:00,12.294635,8.441774,12.722367,8.155892,8.503688,50.099003
2023-02-01 15:50:00+00:00,12.296671,8.443193,12.724486,8.157362,8.505068,50.107
2023-02-01 16:00:00+00:00,12.298443,8.444453,12.726355,8.158696,8.506292,50.113
2023-02-01 16:10:00+00:00,12.299973,8.445506,12.727915,8.159828,8.507318,50.120003
2023-02-01 16:20:00+00:00,12.301282,8.446423,12.729277,8.160826,8.508171,50.125
2023-02-01 16:30:00+00:00,12.302383,8.44721,12.730429,8.161697,8.508905,50.129997
2023-02-01 16:40:00+00:00,12.303293,8.447847,12.731372,8.162422,8.509501,50.135002
2023-02-01 16:50:00+00:00,12.303838,8.448246,12.731934,8.16286,8.509854,50.136
2023-02-01 17:00:00+00:00,12.304204,8.448501,12.732305,8.163132,8.510095,50.137
2023-02-01 17:10:00+00:00,12.304445,8.448688,12.732552,8.163327,8.510266,50.138
2023-02-01 17:20:00+00:00,12.304607,8.448812,12.732718,8.163457,8.510383,50.14
2023-02-01 17:30:00+00:00,12.304671,8.448866,12.732785,8.163511,8.510434,50.14
2023-02-01 17:40:00+00:00,12.304693,8.448885,12.73281,8.163531,8.510452,50.141
2023-02-01 17:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 18:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 18:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 18:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 18:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 18:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 18:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 19:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 19:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 19:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 19:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 19:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 19:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 20:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 20:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 20:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 20:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 20:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 20:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 21:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 21:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 21:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 21:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 21:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 21:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 22:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 22:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 22:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 22:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 22:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 22:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 23:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 23:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 23:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 23:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 23:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-01 23:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 00:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 00:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 00:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 00:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 00:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 00:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 01:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 01:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 01:20:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 01:30:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 01:40:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 01:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 02:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 02:10:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 02:20:00+00:00,4503599600.0,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 02:30:00+00:00,4503599600.0,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 02:40:00+00:00,4503599600.0,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 02:50:00+00:00,4503599600.0,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 03:00:00+00:00,4503599600.0,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 03:10:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 03:20:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 03:30:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 03:40:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 03:50:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 04:00:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 04:10:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 04:20:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 04:30:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 04:40:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 04:50:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 05:00:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 05:10:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 05:20:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 05:30:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 05:40:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 05:50:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 06:00:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 06:10:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 06:20:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 06:30:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 06:40:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 06:50:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 07:00:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 07:10:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 07:20:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 07:30:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 07:40:00+00:00,4503599600.0,8.448886,4503599600.0,8.163532,8.510453,50.141
2023-02-02 07:50:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 08:00:00+00:00,12.304695,8.448886,12.732812,8.163532,8.510453,50.141
2023-02-02 08:10:00+00:00,12.304717,8.448901,12.73284,8.163546,8.510467,50.141
2023-02-02 08:20:00+00:00,12.304774,8.448947,12.732899,8.16359,8.51051,50.141
2023-02-02 08:30:00+00:00,12.304862,8.44902,12.73299,8.163661,8.510578,50.141
2023-02-02 08:40:00+00:00,12.30502,8.449139,12.733151,8.163764,8.510696,50.141
2023-02-02 08:50:00+00:00,12.305502,8.449487,12.733667,8.163903,8.511093,50.142
2023-02-02 09:00:00+00:00,12.306097,8.449895,12.734291,8.1641,8.511565,50.145996
2023-02-02 09:10:00+00:00,12.306825,8.450425,12.735059,8.164369,8.512181,50.148
2023-02-02 09:20:00+00:00,12.307713,8.451049,12.735998,8.164673,8.512917,50.152
2023-02-02 09:30:00+00:00,12.308753,8.451787,12.737088,8.165053,8.51381,50.156
2023-02-02 09:40:00+00:00,12.309974,8.452653,12.73832,8.165532,8.514813,50.162003
2023-02-02 09:50:00+00:00,12.311367,8.453623,12.739747,8.166126,8.51597,50.166
2023-02-02 10:00:00+00:00,12.312897,8.454723,12.74131,8.166832,8.517265,50.173
2023-02-02 10:10:00+00:00,12.314607,8.45592,12.743063,8.167632,8.518635,50.178997
2023-02-02 10:20:00+00:00,12.316442,8.457237,12.744942,8.168553,8.520121,50.185997
2023-02-02 10:30:00+00:00,12.318452,8.458641,12.746995,8.169571,8.521693,50.195
2023-02-02 10:40:00+00:00,12.320568,8.460137,12.749149,8.170686,8.523423,50.203003
2023-02-02 10:50:00+00:00,12.322859,8.461754,12.75148,8.171921,8.52524,50.213
2023-02-02 11:00:00+00:00,12.325233,8.46344,12.7539,8.17324,8.527077,50.221
2023-02-02 11:10:00+00:00,12.327762,8.465229,12.756469,8.17464,8.529033,50.233
2023-02-02 11:20:00+00:00,12.330409,8.467059,12.75916,8.17615,8.531073,50.242
2023-02-02 11:30:00+00:00,12.333084,8.468985,12.761887,8.177714,8.53319,50.254
2023-02-02 11:40:00+00:00,12.335886,8.470935,12.764748,8.179376,8.535402,50.266
2023-02-02 11:50:00+00:00,12.338731,8.472945,12.767652,8.181081,8.537574,50.278
2023-02-02 12:00:00+00:00,12.341697,8.475017,12.770683,8.182861,8.539834,50.289997
2023-02-02 12:10:00+00:00,12.344666,8.47715,12.773716,8.18468,8.542142,50.301003
2023-02-02 12:20:00+00:00,12.347712,8.479264,12.776832,8.186551,8.544431,50.314
2023-02-02 12:30:00+00:00,12.350745,8.481386,12.779921,8.18848,8.546728,50.327
2023-02-02 12:40:00+00:00,12.353862,8.483565,12.783099,8.19044,8.549067,50.340004
2023-02-02 12:50:00+00:00,12.356983,8.485744,12.786341,8.192425,8.551452,50.352
2023-02-02 13:00:00+00:00,12.360249,8.488009,12.789603,8.194476,8.553857,50.364998
2023-02-02 13:10:00+00:00,12.363778,8.490483,12.793267,8.196808,8.556473,50.38
2023-02-02 13:20:00+00:00,12.367749,8.493221,12.797259,8.199481,8.559384,50.396
2023-02-02 13:30:00+00:00,12.37166,8.495955,12.801337,8.202179,8.562321,50.411
2023-02-02 13:40:00+00:00,12.37562,8.498763,12.805356,8.204884,8.56519,50.428
2023-02-02 13:50:00+00:00,12.379569,8.501454,12.809274,8.207442,8.567944,50.443996
2023-02-02 14:00:00+00:00,12.383479,8.504243,12.813269,8.210144,8.570788,50.46
2023-02-02 14:10:00+00:00,12.38729,8.506864,12.817158,8.212773,8.573534,50.477
2023-02-02 14:20:00+00:00,12.390736,8.509261,12.820718,8.215148,8.575965,50.490997
2023-02-02 14:30:00+00:00,12.394076,8.511603,12.824075,8.217433,8.578393,50.505005
2023-02-02 14:40:00+00:00,12.396599,8.513411,12.826889,8.21936,8.580411,50.515
2023-02-02 14:50:00+00:00,12.399571,8.51549,12.829934,8.221462,8.582551,50.529
2023-02-02 15:00:00+00:00,12.402499,8.517522,12.832938,8.223487,8.584595,50.541
2023-02-02 15:10:00+00:00,12.405119,8.51935,12.835624,8.225347,8.586453,50.552
2023-02-02 15:20:00+00:00,12.40759,8.521059,12.838168,8.227086,8.58817,50.56
2023-02-02 15:30:00+00:00,12.409799,8.522638,12.840465,8.228707,8.589744,50.571
2023-02-02 15:40:00+00:00,12.411863,8.524073,12.842612,8.230187,8.591169,50.579002
2023-02-02 15:50:00+00:00,12.413788,8.525412,12.844623,8.231587,8.59251,50.588005
2023-02-02 16:00:00+00:00,12.415476,8.526621,12.846391,8.232862,8.593689,50.594
2023-02-02 16:10:00+00:00,12.416818,8.527571,12.847786,8.233864,8.594571,50.601
2023-02-02 16:20:00+00:00,12.417974,8.528407,12.849019,8.234795,8.595401,50.604
2023-02-02 16:30:00+00:00,12.418908,8.529063,12.849994,8.235525,8.596002,50.608997
2023-02-02 16:40:00+00:00,12.419643,8.529577,12.850761,8.236128,8.596484,50.613
2023-02-02 16:50:00+00:00,12.420136,8.529923,12.851276,8.236533,8.596807,50.614
2023-02-02 17:00:00+00:00,12.420394,8.530117,12.851544,8.236737,8.59699,50.614
2023-02-02 17:10:00+00:00,12.42056,8.530244,12.851712,8.23687,8.597107,50.615997
2023-02-02 17:20:00+00:00,12.420671,8.53033,12.851826,8.236962,8.597187,50.615997
