,Onduleur A: energie totale (MWh),Onduleur B: energie totale (MWh),Onduleur C: energie totale (MWh),Onduleur D-A: energie totale (MWh),Onduleur D-B: energie totale (MWh),Onduleur: energie totale (MWh)
2022-09-25 03:00:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 03:10:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 03:20:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 03:30:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 03:40:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 03:50:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 04:00:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 04:10:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 04:20:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 04:30:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 04:40:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 04:50:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 05:00:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 05:10:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 05:20:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 05:30:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 05:40:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 05:50:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 06:00:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 06:10:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 06:20:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 06:30:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 06:40:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 06:50:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 07:00:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 07:10:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 07:20:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 07:30:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 07:40:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 07:50:00+00:00,4.532895,3.169793,4.804513,3.117578,3.153689,18.792
2022-09-25 08:00:00+00:00,4.532901,3.1698,4.804519,3.117585,3.153694,18.792
2022-09-25 08:10:00+00:00,4.53295,3.169839,4.80457,3.117628,3.153729,18.792
2022-09-25 08:20:00+00:00,4.533011,3.16989,4.804632,3.117683,3.153779,18.793
2022-09-25 08:30:00+00:00,4.533096,3.16996,4.804721,3.117757,3.153848,18.794
2022-09-25 08:40:00+00:00,4.53328,3.170101,4.804905,3.117906,3.153985,18.794
2022-09-25 08:50:00+00:00,4.533465,3.170239,4.805092,3.118051,3.154119,18.795
2022-09-25 09:00:00+00:00,4.533728,3.170434,4.805359,3.118255,3.154306,18.796
2022-09-25 09:10:00+00:00,4.53404,3.170657,4.80568,3.118488,3.154531,18.798
2022-09-25 09:20:00+00:00,4.534427,3.170936,4.806071,3.118778,3.154796,18.799
2022-09-25 09:30:00+00:00,4.535184,3.171448,4.806825,3.119327,3.155289,18.802
2022-09-25 09:40:00+00:00,4.536252,3.172189,4.807918,3.120093,3.156009,18.806
2022-09-25 09:50:00+00:00,4.536915,3.172656,4.808583,3.120566,3.15648,18.809
2022-09-25 10:00:00+00:00,4.537153,3.172837,4.808833,3.120745,3.156659,18.81
2022-09-25 10:10:00+00:00,4.537236,3.172901,4.808915,3.120816,3.156721,18.81
2022-09-25 10:20:00+00:00,4.537367,3.173001,4.809052,3.120927,3.156812,18.811
2022-09-25 10:30:00+00:00,4.537805,3.173309,4.809487,3.12126,3.157102,18.812
2022-09-25 10:40:00+00:00,4.538363,3.173691,4.810057,3.121675,3.157476,18.815998
2022-09-25 10:50:00+00:00,4.539182,3.174267,4.810901,3.122283,3.158054,18.817999
2022-09-25 11:00:00+00:00,4.540234,3.174989,4.811952,3.123028,3.158728,18.822
2022-09-25 11:10:00+00:00,4.541392,3.175791,4.813145,3.123868,3.159507,18.828001
2022-09-25 11:20:00+00:00,4.542781,3.176738,4.814546,3.124875,3.160464,18.833
2022-09-25 11:30:00+00:00,4.544136,3.177687,4.815923,3.125851,3.161375,18.839
2022-09-25 11:40:00+00:00,4.545127,3.178373,4.816919,3.126581,3.162046,18.842999
2022-09-25 11:50:00+00:00,4.546205,3.179114,4.817995,3.127344,3.162734,18.847
2022-09-25 12:00:00+00:00,4.547582,3.180058,4.819413,3.128354,3.163669,18.853
2022-09-25 12:10:00+00:00,4.548991,3.181025,4.820817,3.129373,3.164609,18.858
2022-09-25 12:20:00+00:00,4.550919,3.18234,4.822773,3.130751,3.165868,18.866001
2022-09-25 12:30:00+00:00,4.553104,3.183723,4.824926,3.132164,3.167195,18.874998
2022-09-25 12:40:00+00:00,4.555372,3.184943,4.827252,3.133384,3.168416,18.884
2022-09-25 12:50:00+00:00,4.55707,3.186089,4.828941,3.134584,3.16954,18.89
2022-09-25 13:00:00+00:00,4.55928,3.187508,4.831159,3.13608,3.170949,18.899998
2022-09-25 13:10:00+00:00,4.56152,3.188773,4.833423,3.137325,3.172184,18.908
2022-09-25 13:20:00+00:00,4.563563,3.190049,4.835499,3.138638,3.173468,18.915
2022-09-25 13:30:00+00:00,4.565253,3.191233,4.837238,3.139874,3.174625,18.921999
2022-09-25 13:40:00+00:00,4.567293,3.192555,4.83927,3.141238,3.175918,18.931
2022-09-25 13:50:00+00:00,4.569596,3.193867,4.841625,3.142558,3.177202,18.939
2022-09-25 14:00:00+00:00,4.5716,3.19523,4.843622,3.14398,3.17856,18.946
2022-09-25 14:10:00+00:00,4.573145,3.196286,4.845215,3.145099,3.179616,18.953001
2022-09-25 14:20:00+00:00,4.575343,3.197732,4.847406,3.14658,3.181035,18.963001
2022-09-25 14:30:00+00:00,4.577624,3.199188,4.849712,3.148068,3.182476,18.97
2022-09-25 14:40:00+00:00,4.579544,3.200539,4.85167,3.149467,3.183823,18.98
2022-09-25 14:50:00+00:00,4.582033,3.201864,4.854204,3.150799,3.185151,18.988
2022-09-25 15:00:00+00:00,4.584445,3.203139,4.856636,3.152078,3.186426,18.996
2022-09-25 15:10:00+00:00,4.586568,3.204447,4.858813,3.153429,3.187731,19.005001
2022-09-25 15:20:00+00:00,4.588535,3.205752,4.860879,3.154802,3.189039,19.013
2022-09-25 15:30:00+00:00,4.590866,3.207116,4.863183,3.156196,3.190384,19.021
2022-09-25 15:40:00+00:00,4.592926,3.208358,4.865242,3.157496,3.191635,19.029001
2022-09-25 15:50:00+00:00,4.5947,3.209348,4.867072,3.158537,3.192659,19.035002
2022-09-25 16:00:00+00:00,4.595708,3.210044,4.868099,3.159276,3.193338,19.04
2022-09-25 16:10:00+00:00,4.597386,3.211235,4.869871,3.160551,3.194503,19.047
2022-09-25 16:20:00+00:00,4.598864,3.212258,4.871372,3.161643,3.195499,19.053
2022-09-25 16:30:00+00:00,4.600449,3.213353,4.872967,3.162811,3.196553,19.059
2022-09-25 16:40:00+00:00,4.602148,3.214531,4.874693,3.164076,3.197695,19.067
2022-09-25 16:50:00+00:00,4.603554,3.21551,4.876122,3.165123,3.198648,19.073
2022-09-25 17:00:00+00:00,4.604865,3.2164,4.877454,3.166078,3.199508,19.078001
2022-09-25 17:10:00+00:00,4.606257,3.217372,4.87886,3.167124,3.200444,19.083
2022-09-25 17:20:00+00:00,4.607511,3.218235,4.880139,3.168055,3.201278,19.089
2022-09-25 17:30:00+00:00,4.608377,3.218851,4.881016,3.168726,3.201865,19.093
2022-09-25 17:40:00+00:00,4.609261,3.219448,4.881881,3.16937,3.20239,19.097
2022-09-25 17:50:00+00:00,4.610089,3.220033,4.88276,3.170056,3.202999,19.099
2022-09-25 18:00:00+00:00,4.611079,3.220686,4.883725,3.170771,3.203567,19.103
2022-09-25 18:10:00+00:00,4.61238,3.221556,4.885005,3.171849,3.204308,19.109
2022-09-25 18:20:00+00:00,4.613564,3.22237,4.886234,3.172935,3.204983,19.114
2022-09-25 18:30:00+00:00,4.614194,3.222815,4.886885,3.173498,3.205381,19.116999
2022-09-25 18:40:00+00:00,4.614517,3.223056,4.887222,3.173756,3.205608,19.118
2022-09-25 18:50:00+00:00,4.614784,3.223254,4.887496,3.173965,3.205803,19.119
2022-09-25 19:00:00+00:00,4.614968,3.223402,4.887685,3.174118,3.205946,19.119
2022-09-25 19:10:00+00:00,4.615074,3.223489,4.887794,3.174212,3.20603,19.12
2022-09-25 19:20:00+00:00,4.615126,3.223535,4.887847,3.174262,3.206072,19.121
2022-09-25 19:30:00+00:00,4.615146,3.223552,4.887868,3.174283,3.206088,19.121
2022-09-25 19:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 19:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 20:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 20:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 20:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 20:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 20:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 20:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 21:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 21:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 21:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 21:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 21:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 21:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 22:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 22:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 22:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 22:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 22:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 22:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 23:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 23:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 23:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 23:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 23:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-25 23:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 00:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 00:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 00:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 00:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 00:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 00:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 01:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 01:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 01:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 01:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 01:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 01:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 02:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 02:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 02:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 02:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 02:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 02:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 03:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 03:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 03:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 03:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 03:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 03:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 04:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 04:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 04:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 04:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 04:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 04:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 05:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 05:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 05:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 05:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 05:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 05:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 06:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 06:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 06:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 06:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 06:40:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 06:50:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 07:00:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 07:10:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 07:20:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 07:30:00+00:00,4.615148,3.223554,4.88787,3.174286,3.206089,19.122
2022-09-26 07:40:00+00:00,4.615148,3.223558,4.88787,3.17429,3.206094,19.122
2022-09-26 07:50:00+00:00,4.615189,3.223596,4.887915,3.174327,3.206129,19.122
2022-09-26 08:00:00+00:00,4.6154,3.223756,4.888132,3.174488,3.206287,19.122
2022-09-26 08:10:00+00:00,4.615752,3.224008,4.888486,3.174741,3.206534,19.123
2022-09-26 08:20:00+00:00,4.61619,3.22432,4.888935,3.175054,3.206839,19.125
2022-09-26 08:30:00+00:00,4.61671,3.224665,4.889458,3.175404,3.207193,19.128
2022-09-26 08:40:00+00:00,4.617377,3.225137,4.890159,3.175872,3.207679,19.129
2022-09-26 08:50:00+00:00,4.618116,3.225652,4.890907,3.176375,3.208187,19.133
2022-09-26 09:00:00+00:00,4.618823,3.226147,4.891628,3.176885,3.208676,19.135
2022-09-26 09:10:00+00:00,4.619748,3.226783,4.892557,3.17754,3.209295,19.14
2022-09-26 09:20:00+00:00,4.620541,3.227322,4.893332,3.178078,3.209809,19.141998
2022-09-26 09:30:00+00:00,4.62152,3.228005,4.894325,3.178772,3.210457,19.147
2022-09-26 09:40:00+00:00,4.622673,3.228795,4.895469,3.17957,3.211241,19.152
2022-09-26 09:50:00+00:00,4.623776,3.229558,4.896609,3.180351,3.211994,19.157
2022-09-26 10:00:00+00:00,4.625396,3.230676,4.898304,3.181308,3.213247,19.164
2022-09-26 10:10:00+00:00,4.628059,3.232541,4.901051,3.182795,3.215317,19.173
2022-09-26 10:20:00+00:00,4.631093,3.234613,4.904092,3.184508,3.217657,19.185
2022-09-26 10:30:00+00:00,4.634014,3.236673,4.907208,3.186352,3.220023,19.198
2022-09-26 10:40:00+00:00,4.636907,3.23865,4.910091,3.188177,3.222057,19.209
2022-09-26 10:50:00+00:00,4.639411,3.240385,4.912732,3.189895,3.223962,19.220001
2022-09-26 11:00:00+00:00,4.642538,3.242613,4.915967,3.191992,3.226306,19.233
2022-09-26 11:10:00+00:00,4.645989,3.245017,4.919535,3.194257,3.228778,19.246
2022-09-26 11:20:00+00:00,4.649815,3.247644,4.923512,3.196835,3.231685,19.263
2022-09-26 11:30:00+00:00,4.653879,3.250406,4.92762,3.199542,3.234633,19.279001
2022-09-26 11:40:00+00:00,4.656685,3.252495,4.930726,3.201697,3.236817,19.290998
2022-09-26 11:50:00+00:00,4.659857,3.254647,4.933839,3.203844,3.239024,19.305
2022-09-26 12:00:00+00:00,4.663072,3.25686,4.937154,3.206065,3.241271,19.317
2022-09-26 12:10:00+00:00,4.666997,3.259613,4.941224,3.208856,3.24422,19.335
2022-09-26 12:20:00+00:00,4.669418,3.261333,4.943807,3.210594,3.246004,19.345
2022-09-26 12:30:00+00:00,4.67166,3.262905,4.946112,3.212187,3.247694,19.352999
2022-09-26 12:40:00+00:00,4.675602,3.265596,4.950081,3.214746,3.250466,19.369999
2022-09-26 12:50:00+00:00,4.680692,3.269037,4.955165,3.21815,3.254067,19.39
2022-09-26 13:00:00+00:00,4.685373,3.272295,4.959986,3.221292,3.257471,19.409
2022-09-26 13:10:00+00:00,4.690121,3.275552,4.964737,3.224558,3.260868,19.429
2022-09-26 13:20:00+00:00,4.694968,3.278881,4.969638,3.227792,3.264264,19.449
2022-09-26 13:30:00+00:00,4.699855,3.282233,4.974594,3.23119,3.267805,19.468
2022-09-26 13:40:00+00:00,4.70488,3.285646,4.979691,3.234618,3.271333,19.49
2022-09-26 13:50:00+00:00,4.709955,3.289166,4.984836,3.238179,3.274955,19.510002
2022-09-26 14:00:00+00:00,4.71503,3.292698,4.989943,3.241676,3.278493,19.531
2022-09-26 14:10:00+00:00,4.719782,3.295937,4.994835,3.244962,3.281835,19.550001
2022-09-26 14:20:00+00:00,4.723543,3.298441,4.998393,3.247388,3.284309,19.565
2022-09-26 14:30:00+00:00,4.727732,3.301289,5.002613,3.250214,3.287141,19.581999
2022-09-26 14:40:00+00:00,4.732109,3.304262,5.007024,3.253331,3.290161,19.6
2022-09-26 14:50:00+00:00,4.735338,3.306515,5.010313,3.255651,3.292372,19.615
2022-09-26 15:00:00+00:00,4.738372,3.308607,5.013368,3.257861,3.294471,19.626999
2022-09-26 15:10:00+00:00,4.740985,3.310389,5.016016,3.259744,3.296196,19.636002
2022-09-26 15:20:00+00:00,4.743418,3.312089,5.018487,3.261532,3.297897,19.647
2022-09-26 15:30:00+00:00,4.745732,3.31368,5.020833,3.263206,3.299446,19.656
2022-09-26 15:40:00+00:00,4.747657,3.315014,5.02279,3.264604,3.30078,19.664
2022-09-26 15:50:00+00:00,4.749659,3.316376,5.024823,3.266066,3.302119,19.671999
2022-09-26 16:00:00+00:00,4.751392,3.317587,5.02658,3.267311,3.303309,19.68
2022-09-26 16:10:00+00:00,4.753158,3.318807,5.028369,3.2686,3.3045,19.688
2022-09-26 16:20:00+00:00,4.754946,3.320041,5.030212,3.269907,3.305685,19.694
2022-09-26 16:30:00+00:00,4.756647,3.321212,5.031911,3.271153,3.306848,19.699999
2022-09-26 16:40:00+00:00,4.758207,3.322313,5.03352,3.272334,3.307893,19.708
2022-09-26 16:50:00+00:00,4.759986,3.32352,5.035299,3.273647,3.309066,19.716
2022-09-26 17:00:00+00:00,4.761871,3.324843,5.037258,3.275097,3.310343,19.723001
2022-09-26 17:10:00+00:00,4.763338,3.325836,5.038751,3.276185,3.311321,19.729
2022-09-26 17:20:00+00:00,4.764601,3.326737,5.040037,3.277163,3.312181,19.734999
2022-09-26 17:30:00+00:00,4.765488,3.327355,5.04094,3.277818,3.312788,19.737
2022-09-26 17:40:00+00:00,4.766237,3.327883,5.041692,3.278377,3.313308,19.741
2022-09-26 17:50:00+00:00,4.766993,3.328413,5.042474,3.278948,3.31383,19.742998
2022-09-26 18:00:00+00:00,4.767785,3.328969,5.043269,3.279551,3.314371,19.748001
2022-09-26 18:10:00+00:00,4.768647,3.329585,5.044166,3.280231,3.31496,19.752
2022-09-26 18:20:00+00:00,4.76932,3.330051,5.044841,3.280742,3.31541,19.754
2022-09-26 18:30:00+00:00,4.769773,3.330377,5.045307,3.28109,3.315732,19.755
2022-09-26 18:40:00+00:00,4.77001,3.330563,5.045552,3.281282,3.315916,19.756
2022-09-26 18:50:00+00:00,4.770143,3.330672,5.045689,3.281399,3.316023,19.757
2022-09-26 19:00:00+00:00,4.770219,3.330739,5.045769,3.281473,3.316088,19.758999
2022-09-26 19:10:00+00:00,4.770297,3.33081,5.045848,3.281551,3.316153,19.758999
2022-09-26 19:20:00+00:00,4.77035,3.33086,5.045903,3.281607,3.316199,19.758999
2022-09-26 19:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 19:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 19:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 20:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 20:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 20:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 20:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 20:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 20:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 21:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 21:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 21:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 21:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 21:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 21:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 22:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 22:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 22:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 22:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 22:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 22:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 23:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 23:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 23:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 23:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 23:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-26 23:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 00:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 00:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 00:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 00:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 00:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 00:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 01:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 01:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 01:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 01:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 01:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 01:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 02:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 02:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 02:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 02:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 02:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 02:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 03:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 03:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 03:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 03:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 03:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 03:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 04:00:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 04:10:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 04:20:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 04:30:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 04:40:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
2022-09-27 04:50:00+00:00,4.770361,3.330871,5.045915,3.28162,3.31621,19.758999
