Date;RECORD;CR6_Alim_Avg;CR6_Temp_Avg;AirTemp_Avg;RH_Avg;Press_Avg;WSpd_Avg;WDir_Avg;WDir_Std;WSpd_Max;Rain_Tot;Ray_Global_CMP3_Avg;Ray_Global_CMP3_Energy_Tot;Ray_Global_RSR2_Avg;Ray_Direct_RSR2_Avg;Ray_Direct_H_RSR2_Avg;Ray_Diffus_RSR2_Avg;Ray_Global_RSR2_Energy_Tot;Ray_Direct_RSR2_Energy_Tot;Ray_Diffus_RSR2_Energy_Tot;Ray_Global_RSR2_Raw_Avg;Ray_Direct_RSR2_Raw_Avg;Ray_Diffus_RSR2_Raw_Avg;ZenDeg_Avg;WM_Spd_WV_Avg;WM_Dir_Avg;WM_Dir_Std;WM_Spd_Avg;WM_Spd_Std;WM_Spd_Max;WM_AV_Spd_Avg;WM_AV_Spd_Std;WM_AV_Spd_Max;WM_vit_Son_Avg;WM_Temp_Avg;Humidex;Rain2_Tot
2023-02-12 12:00:00;7010;13.8;11.84;8.3;47.57;1034;1.974;157.9;76.17;6.72;0;536.6;0.5365866;514.5;822;420.9;93.5;0.514;0.822;0.094;506.4;846;73.01;59.19;4.14;164.8;22.15;4.14;1.574;7.93;0.067;0.49;1.71;336.3;7.556;6.704;0
2023-02-12 13:00:00;7011;13.71;15.41;10.44;41.94;1033;1.815;177.4;77.7;5.59;0;528.8;0.528837;507.9;815;411.8;96.1;0.508;0.815;0.096;500.7;840;75.69;59.64;3.299;169.5;28.58;3.29;1.536;6.98;0.029;0.524;1.75;337.4;9.43;8.81;0
2023-02-12 14:00:00;7012;13.64;18.79;12.51;37.62;1032;1.271;201.7;83.8;3.51;0;454.3;0.454251;445.9;767.9;348.4;97.5;0.446;0.768;0.097;438.9;794.4;78.45;63.06;1.862;172.5;45.14;1.862;1.001;4.51;-0.084;0.431;1.02;338.3;10.91;10.7;0
2023-02-12 15:00:00;7013;13.6;22.13;14.07;34.71;1032;0.989;252.1;74.42;2.67;0;337.2;0.3371903;343.7;698.4;251.3;92.4;0.344;0.698;0.092;336.5;723.7;76.15;68.99;1.202;203.2;69.39;1.202;0.613;3.22;-0.054;0.312;0.96;338.9;12.04;11.62;0
2023-02-12 16:00:00;7014;13.55;24.67;14.11;34.88;1032;1.053;269.4;47.75;2.21;0;187;0.1870497;204.5;570.8;133;71.46;0.204;0.571;0.071;199.5;598.9;60.34;76.8;1.031;258.6;58.39;1.028;0.546;2.68;-0.036;0.269;0.67;339.3;12.72;10.88;0
2023-02-12 17:00:00;7015;13.53;24.62;10.52;42.37;1032;0.559;29.44;68.04;1.84;0;13.1;0.01310313;18.86;3.68;0.363;18.49;0.019;0.004;0.018;20.01;15.55;19.31;85.8;0.722;333.4;65.1;0.722;0.419;2.26;-0.054;0.153;0.58;339.6;13.25;6.971;0
2023-02-12 18:00:00;7016;13.6;21.28;8.53;51.11;1033;0.677;131;31.82;1.85;0;0;0;7.127;0;0;7.127;0.007;0;0.007;6.96;0;6.96;95.9;1.069;119.1;36.09;1.063;0.516;2.42;0.013;0.132;0.53;339;12.23;5.829;0
2023-02-12 19:00:00;7017;13.65;18.32;7.802;51.06;1033;1.408;138.8;28.12;3.93;0;0;0;6.396;0;0;6.396;0.006;0;0.006;6.242;0;6.242;106.4;2.853;137.1;21.08;2.853;1.241;5.08;0.084;0.33;1.32;338.3;10.97;4.475;0
2023-02-12 20:00:00;7018;13.71;16.07;6.984;51.07;1033;1.81;147.6;45.53;5.6;0;0;0;6.356;0;0;6.356;0.006;0;0.006;6.199;0;6.199;116.9;3.504;159.6;15.24;3.504;1.02;5.88;0.121;0.372;1.27;337.6;9.89;3.523;0
2023-02-12 21:00:00;7019;13.74;14.29;6.174;54.05;1034;1.722;156.3;50.46;5.02;0;0;0;6.291;0;0;6.291;0.006;0;0.006;6.132;0;6.132;127.1;3.139;162.7;18.53;3.139;1.005;5.71;0.13;0.368;1.26;337.3;9.28;3.595;0
2023-02-12 22:00:00;7020;13.74;12.99;5.722;54.95;1034;2.042;152.4;46.55;5.46;0;0;0;6.238;0;0;6.238;0.006;0;0.006;6.078;0;6.078;136.4;3.839;160.3;15.55;3.828;1.161;6.83;0.143;0.408;1.39;337;8.76;2.5;0
2023-02-12 23:00:00;7021;13.79;11.99;4.762;59.51;1034;1.631;167.7;73.07;6.13;0;0;0;6.1;0;0;6.1;0.006;0;0.006;5.939;0;5.939;143.8;3.54;168.6;18.53;3.54;1.211;6.56;0.042;0.485;1.37;336.4;7.814;1.967;0
2023-02-13 00:00:00;7022;13.81;11.2;4.182;63.48;1035;2.037;163.8;55.06;6.15;0;0;0;6.156;0;0;6.156;0.006;0;0.006;5.991;0;5.991;147.8;3.754;165.5;18.44;3.754;1.343;6.98;0.132;0.495;1.58;335.9;6.947;1.281;0
2023-02-13 01:00:00;7023;13.81;10.37;3.945;65.01;1035;2.182;168.9;43.66;6.75;0;0;0;6.193;0;0;6.193;0.006;0;0.006;6.025;0;6.025;147.1;3.774;163;17.64;3.774;1.312;6.95;0.117;0.466;1.8;335.7;6.58;0.694;0
2023-02-13 02:00:00;7024;13.85;9.67;3.145;70.15;1035;2.101;162.8;67.09;7.27;0;0;0;6.115;0;0;6.115;0.006;0;0.006;5.946;0;5.946;141.9;4.285;168.9;21.56;4.285;1.483;8.09;0.016;0.581;1.81;335;5.461;0.173;0
2023-02-13 03:00:00;7025;13.85;9.08;2.687;72.21;1035;1.636;160.7;85.2;5.99;0;0;0;6.121;0;0;6.121;0.006;0;0.006;5.949;0;5.949;133.7;3.985;171.5;22.55;3.985;1.533;8.06;-0.034;0.558;1.74;334.7;5.022;0.222;0
2023-02-13 04:00:00;7026;13.85;8.7;2.567;73.4;1035;1.906;153.6;63.66;8.04;0;0;0;6.154;0;0;6.154;0.006;0;0.006;5.98;0;5.98;124.1;3.971;165.7;17.58;3.971;1.408;8.21;0.084;0.503;1.9;334.6;4.851;-0.683;0
2023-02-13 05:00:00;7027;13.85;8.16;1.937;76.37;1036;2.149;154.1;63.78;8.11;0;0;0;6.072;0;0;6.072;0.006;0;0.006;5.898;0;5.898;113.7;4.828;165.5;16.43;4.829;1.558;8.77;0.106;0.546;2.24;334.2;4.145;-0.637;0
2023-02-13 06:00:00;7028;13.86;7.628;2.018;75.43;1036;1.918;145;55.11;6.53;0;0;0;6.089;0;0;6.089;0.006;0;0.006;5.915;0;5.915;103.1;4.278;160.4;17.19;4.278;1.484;8.15;0.122;0.5;1.34;334.3;4.285;-1.175;0
2023-02-13 07:00:00;7029;13.86;7.314;1.535;76.96;1036;2.442;162.6;45.11;7.62;0;1.577;0.001576989;7.12;0.001;0;7.12;0.007;0;0.007;8.4;5.924;8.27;92.6;4.511;161.1;14.61;4.511;1.441;9.36;0.167;0.477;1.83;333.9;3.696;-0.865;0
2023-02-13 08:00:00;7030;13.86;7.078;2.273;74.13;1036;2.353;153.4;50.5;7.68;0;79.03;0.07903118;66.28;201.9;34.97;31.31;0.066;0.202;0.031;64.72;215.4;27.59;82.9;4.56;163.5;15.42;4.56;1.539;8.8;0.164;0.513;1.99;334;3.742;0.863;0
2023-02-13 09:00:00;7031;13.87;7.223;3.934;66.29;1036;2.332;158.5;59.43;8.17;0;245.9;0.2459206;230.1;613.6;170;60.11;0.23;0.614;0.06;222.2;628.7;48.07;74.11;4.748;162.8;17.65;4.749;1.524;7.97;0.181;0.599;1.93;333.9;3.709;2.229;0
2023-02-13 10:00:00;7032;13.86;8.06;6.207;59.51;1036;1.524;150.2;82;6.52;0;389.5;0.3894714;382.3;778.4;307.6;74.76;0.382;0.778;0.075;373;798.7;57.37;66.75;4.012;165.9;23.01;4.012;1.617;7.82;0.007;0.563;1.6;334.9;5.262;5.42;0
2023-02-13 11:00:00;7033;13.83;10.56;8.81;52.53;1036;1.475;165.4;82.2;5.83;0;488.8;0.4887945;476;817;390.1;85.9;0.476;0.817;0.086;467.9;841;66.21;61.46;2.742;169.1;31.37;2.734;1.368;7.4;-0.017;0.471;1.43;336.2;7.455;8.23;0
2023-02-13 12:00:00;7034;13.75;14.2;12.18;43.62;1036;0.943;170.1;83.8;4.25;0;534.8;0.5347983;518.7;829;428.7;90;0.519;0.829;0.09;512.3;857;69.35;58.85;1.438;156.2;58.3;1.434;0.955;4.32;0.042;0.359;0.95;337.4;9.47;11.42;0
2023-02-13 13:00:00;7035;13.65;18.63;14.51;37.96;1035;0.687;337.7;76.29;2.21;0;522.1;0.5221272;510.9;821;419.1;91.8;0.511;0.821;0.092;505.3;850;71.35;59.3;0.785;325.2;90.9;0.78;0.367;2.31;-0.08;0.286;0.64;338.2;10.87;12.66;0
2023-02-13 14:00:00;7036;13.58;22.63;15.88;31.62;1034;0.887;282.4;70.96;2.67;0;465.2;0.4651612;460.7;815;373.6;87;0.461;0.815;0.087;454.8;845;67.66;62.74;1.023;292.3;58.21;1.023;0.584;2.93;-0.084;0.29;0.7;339.6;13.14;13.95;0
2023-02-13 15:00:00;7037;13.53;25.68;16.92;30.68;1034;0.866;312.4;63.95;2.48;0;347.6;0.3476468;356.9;749.7;273.4;83.5;0.357;0.75;0.084;350.4;777.7;66.87;68.7;1.049;303.2;55.27;1.049;0.488;2.43;-0.076;0.286;0.75;340.4;14.44;15.23;0
2023-02-13 16:00:00;7038;13.5;27.45;17.24;28.88;1033;0.674;278.5;70.69;2.26;0;193.3;0.1932836;214.2;617.8;146.4;67.75;0.214;0.618;0.068;209.4;648;56.22;76.53;0.767;284.5;72.84;0.755;0.492;2.44;0.019;0.225;0.72;340.8;15.25;14.06;0
2023-02-13 17:00:00;7039;13.51;27.07;13.86;36.24;1033;0.448;335.4;93.6;1.25;0;12.78;0.01277603;19.06;7.081;0.93;18.13;0.019;0.007;0.018;20.39;15.9;19.03;85.5;0.726;303;86.7;0.716;0.38;1.75;-0.067;0.159;0.51;341.2;15.83;9.83;0
2023-02-13 18:00:00;7040;13.55;23.59;10.89;46.21;1034;0.748;48.82;41.43;1.61;0;0;0;7.246;0;0;7.246;0.007;0;0.007;7.091;0;7.091;95.7;1.01;38.43;33.88;1.01;0.38;2.46;-0.043;0.127;0.54;340.3;14.27;8.26;0
2023-02-13 19:00:00;7041;13.62;20.63;9.72;49.26;1034;0.897;120.7;30.1;2.12;0;0;0;6.466;0;0;6.466;0.006;0;0.006;6.321;0;6.321;106.2;1.434;104.5;22.58;1.434;0.406;2.88;0.015;0.158;0.56;339.6;13.19;6.873;0
2023-02-13 20:00:00;7042;13.63;18.64;8.86;49.19;1035;1.148;122.6;25.13;3.08;0;0;0;6.371;0;0;6.371;0.006;0;0.006;6.224;0;6.224;116.7;1.801;108.7;17.44;1.801;0.593;3.87;0.001;0.228;0.79;339.1;12.26;6.374;0
2023-02-13 21:00:00;7043;13.66;17.13;8.33;50.17;1035;1.222;127.6;19.64;3.06;0;0;0;6.409;0;0;6.409;0.006;0;0.006;6.258;0;6.258;126.9;1.866;116.9;18.75;1.861;0.541;3.69;0.01;0.227;0.59;338.7;11.61;5.101;0
2023-02-13 22:00:00;7044;13.72;15.9;7.135;56.3;1035;1.398;122.3;19.59;2.72;0;0;0;6.311;0;0;6.311;0.006;0;0.006;6.157;0;6.157;136.2;1.989;121.5;15.53;1.989;0.55;3.59;-0.006;0.283;0.89;337.8;10.21;4.401;0
2023-02-13 23:00:00;7045;13.74;14.79;6.409;60.06;1035;1.308;130.1;23.4;3.26;0;0;0;6.278;0;0;6.278;0.006;0;0.006;6.121;0;6.121;143.5;2.01;131;18.27;2.01;0.617;3.62;0.049;0.288;0.81;337.5;9.56;3.9;0
2023-02-14 00:00:00;7046;13.74;13.77;6.036;60.62;1035;1.424;146.9;31.41;4.15;0;0;0;6.267;0;0;6.267;0.006;0;0.006;6.108;0;6.108;147.5;2.085;150.6;21.57;2.085;0.87;5.15;0.07;0.283;1;337.2;9.21;3.345;0
2023-02-14 01:00:00;7047;13.74;12.83;5.27;65.79;1035;1.388;147.3;55.83;3.98;0;0;0;6.176;0;0;6.176;0.006;0;0.006;6.016;0;6.016;146.7;2.649;151.8;27.78;2.649;1.207;6.04;0.099;0.373;1.2;336.9;8.6;2.745;0
2023-02-14 02:00:00;7048;13.78;11.98;4.869;65.65;1035;1.569;150.1;42.47;4.28;0;0;0;6.218;0;0;6.218;0.006;0;0.006;6.054;0;6.054;141.6;3.19;153.8;14.54;3.19;0.956;5.46;0.161;0.396;1.34;336.6;8.21;2.578;0
2023-02-14 03:00:00;7049;13.82;11.34;4.328;69.07;1035;1.154;146.5;72.26;4.81;0;0;0;6.179;0;0;6.179;0.006;0;0.006;6.013;0;6.013;133.5;2.695;156.8;23.44;2.695;1.066;5.2;0.059;0.352;1.05;336.2;7.503;1.784;0
2023-02-14 04:00:00;7050;13.81;10.79;3.845;69.03;1035;1.538;149.7;51.88;5.21;0;0;0;6.149;0;0;6.149;0.006;0;0.006;5.982;0;5.982;123.8;3.066;159.5;20.33;3.066;1.29;6.67;0.1;0.43;1.64;335.7;6.633;1.274;0
2023-02-14 05:00:00;7051;13.82;10.06;3.645;71.77;1035;1.701;150.8;54.13;5.08;0;0;0;6.177;0;0;6.177;0.006;0;0.006;6.009;0;6.009;113.5;3.541;163.6;17.46;3.541;1.212;6.55;0.119;0.423;1.63;335.5;6.315;1.017;0
2023-02-14 06:00:00;7052;13.85;9.35;3.072;75.4;1035;1.81;151.6;55.61;6.19;0;0;0;6.15;0;0;6.15;0.006;0;0.006;5.979;0;5.979;102.9;3.813;159.1;16.29;3.813;1.349;6.59;0.168;0.462;1.97;335;5.452;0.455;0
2023-02-14 07:00:00;7053;13.85;8.82;2.816;76.53;1035;1.768;155.1;61.29;4.99;0;1.672;0.001672384;7.165;0.008;0;7.164;0.007;0;0.007;8.44;9.39;8.28;92.4;3.842;162.7;18.59;3.842;1.359;7.37;0.121;0.499;1.73;334.9;5.261;0.572;0
2023-02-14 08:00:00;7054;13.85;8.57;2.902;76.52;1035;2.091;149.5;45.55;5.82;0;82;0.08195949;70.71;220;38.69;32.01;0.071;0.22;0.032;69.02;234.2;28;82.6;3.857;154.5;15.28;3.857;1.361;8.08;0.16;0.434;1.69;334.2;4.072;2.044;0
2023-02-14 09:00:00;7055;13.85;8.44;5.244;66.34;1035;1.455;146.3;68.04;4.76;0;248.6;0.2486166;245;657.2;184.7;60.26;0.245;0.657;0.06;236.9;673.8;47.49;73.83;3.152;158.8;20.53;3.152;1.117;6.26;0.09;0.45;1.22;334.4;4.42;4.388;0
2023-02-14 10:00:00;7056;13.85;9.34;7.418;58.31;1035;1.625;150.1;36.5;3.68;0;392.1;0.3920798;385.5;778.2;311.2;74.32;0.386;0.778;0.074;376.6;799.5;56.84;66.45;2.85;149.1;20;2.85;1.003;5.14;0.134;0.391;2.21;335.3;5.906;6.527;0
2023-02-14 11:00:00;7057;13.8;12.01;9.87;52.61;1034;1.319;151;44;3.74;0;492.1;0.4920717;479.4;821;396.2;83.2;0.479;0.821;0.083;471.7;846;63.42;61.14;2.474;155.8;19.29;2.474;0.837;5.01;0.071;0.331;1.29;336.7;8.24;9.67;0
2023-02-14 12:00:00;7058;13.71;15.9;12.91;43.98;1034;1.002;151.6;72.02;2.67;0;543.7;0.5436514;526.1;845;441.3;84.8;0.526;0.845;0.085;520.1;873;64.04;58.52;1.839;154.3;30.17;1.839;0.769;3.58;0.035;0.315;1.28;338;10.43;12.02;0
2023-02-14 13:00:00;7059;13.63;20.15;14.75;38.04;1033;0.943;255.5;74.5;2.75;0;532;0.5319622;516.5;832;428.8;87.7;0.516;0.832;0.088;511.1;861;67.15;58.97;0.943;239.1;81.2;0.938;0.535;2.91;-0.036;0.307;0.88;339;12.19;13.93;0
2023-02-14 14:00:00;7060;13.56;23.97;16.44;32.45;1032;0.804;271.4;86.4;2.37;0;468.9;0.4689256;464.5;820;379.7;84.7;0.464;0.82;0.085;458.9;850;65.26;62.43;0.892;293.3;92.1;0.892;0.471;2.87;0.018;0.304;0.91;340;13.8;15.01;0
2023-02-14 15:00:00;7061;13.5;26.98;17.82;29.48;1031;0.651;259.7;69.68;1.95;0;350.8;0.3507582;359.4;752.9;278;81.4;0.359;0.753;0.081;353.2;781.7;64.63;68.41;0.78;271.3;77.78;0.776;0.381;1.91;-0.027;0.26;0.61;340.7;15.04;15.86;0
2023-02-14 16:00:00;7062;13.47;28.68;17.79;30.03;1030;0.906;268.5;58.38;2.44;0;198.4;0.198443;218.7;627.5;151.3;67.38;0.219;0.627;0.067;213.8;657.4;55.65;76.27;0.999;244.9;86.2;0.993;0.559;2.42;-0.01;0.229;0.55;341.1;15.71;14.11;0
2023-02-14 17:00:00;7063;13.47;28.12;13.89;38.87;1030;0.53;331.2;53.51;1.68;0;15.09;0.0150861;20.68;13.82;2.01;18.67;0.021;0.014;0.019;21.83;25.42;19.3;85.3;0.749;306.7;53.9;0.749;0.329;1.67;-0.034;0.13;0.49;341.1;15.79;10.42;0
2023-02-14 18:00:00;7064;13.53;24.54;11.43;47.2;1030;0.359;102.2;56.11;0.92;0;0;0;6.928;0;0;6.928;0.007;0;0.007;7;0;7;95.4;0.496;88.1;77.44;0.493;0.233;1.2;-0.049;0.106;0.33;340.6;14.94;8.46;0
2023-02-14 19:00:00;7065;13.6;21.51;9.59;54.79;1030;0.556;49.6;53.66;1.31;0;0;0;6.522;0;0;6.522;0.007;0;0.007;6.374;0;6.374;105.9;0.777;41.56;59.72;0.777;0.454;2.53;-0.041;0.103;0.48;339.7;13.36;6.995;0
2023-02-14 20:00:00;7066;13.63;19.39;8.77;56.64;1031;0.683;124;27.67;1.88;0;0;0;6.431;0;0;6.431;0.006;0;0.006;6.281;0;6.281;116.5;1.021;106.2;23.44;1.019;0.405;1.99;-0.002;0.146;0.63;339.2;12.48;6.244;0
2023-02-14 21:00:00;7067;13.65;17.82;8.37;56.7;1031;0.962;120.1;23.38;2.12;0;0;0;6.375;0;0;6.375;0.006;0;0.006;6.225;0;6.225;126.6;1.623;103.3;15.16;1.623;0.488;3.21;0.002;0.166;0.4;338.9;12.04;6.155;0
2023-02-14 22:00:00;7068;13.67;16.58;7.886;58.24;1031;1.029;121.5;21.07;2.52;0;0;0;6.311;0;0;6.311;0.006;0;0.006;6.16;0;6.16;135.9;1.611;113.8;18.89;1.611;0.442;2.73;0.016;0.18;0.58;338.5;11.27;5.156;0
2023-02-14 23:00:00;7069;13.73;15.55;6.885;62.38;1031;0.715;112.6;33.1;1.63;0;0;0;6.32;0;0;6.32;0.006;0;0.006;6.164;0;6.164;143.2;1.113;104;32.56;1.113;0.448;2.58;-0.011;0.147;0.54;338;10.48;4.523;0
2023-02-15 00:00:00;7070;13.74;14.6;6.224;66.41;1031;1.025;142;31.47;3.16;0;0;0;6.38;0;0;6.38;0.006;0;0.006;6.219;0;6.219;147.1;1.618;142;22.35;1.618;0.519;3.81;0.042;0.201;0.79;337.5;9.57;3.746;0
2023-02-15 01:00:00;7071;13.74;13.63;5.467;69.82;1030;1.303;141.3;32.19;3.15;0;0;0;6.249;0;0;6.249;0.006;0;0.006;6.087;0;6.087;146.4;2.291;145.1;18.62;2.291;0.853;5.49;0.053;0.274;1.05;337;8.77;2.873;0
2023-02-15 02:00:00;7072;13.74;12.73;4.356;74.65;1030;0.623;101.6;65.74;2.66;0;0;0;6.243;0;0;6.243;0.006;0;0.006;6.076;0;6.076;141.3;1.025;98.2;77.37;1.016;0.671;3.21;-0.015;0.185;0.66;336.6;8.1;1.454;0
2023-02-15 03:00:00;7073;13.8;12.01;3.696;77.24;1030;0.494;90.9;88.6;1.31;0;0;0;6.181;0;0;6.181;0.006;0;0.006;6.013;0;6.013;133.2;0.68;54.09;82.2;0.678;0.32;1.66;-0.024;0.114;0.35;336.3;7.711;1.571;0
2023-02-15 04:00:00;7074;13.82;11.3;3.495;78.05;1030;0.749;129.2;20.94;2.56;0;0;0;6.2;0;0;6.2;0.006;0;0.006;6.03;0;6.03;123.6;1.219;125.6;20.01;1.219;0.399;2.53;0.022;0.199;0.69;335.8;6.732;1.415;0
2023-02-15 05:00:00;7075;13.81;10.69;3.316;78.34;1030;1.26;136.3;33.47;4.41;0;0;0;6.253;0;0;6.253;0.006;0;0.006;6.081;0;6.081;113.2;2.181;140.9;21.22;2.181;0.776;4.48;0.117;0.309;1.03;335.4;6.099;1.062;0
2023-02-15 06:00:00;7076;13.83;10.01;3.122;79.42;1030;1.784;170.4;62.62;5.59;0;0;0;6.19;0;0;6.19;0.006;0;0.006;6.019;0;6.019;102.7;3.693;171.1;21.7;3.693;1.252;7.56;-0.011;0.502;1.71;335.1;5.625;0.198;0
2023-02-15 07:00:00;7077;13.85;9.28;2.526;81.8;1030;1.045;126.1;51.21;3.92;0;1.628;0.001627825;7.443;0.037;0.002;7.441;0.007;0;0.007;8.74;8.33;8.57;92.1;1.953;139.6;28.13;1.953;1.003;5.15;0.054;0.308;0.92;334.8;5.129;0.203;0
2023-02-15 08:00:00;7078;13.85;9.11;2.865;80.1;1031;0.845;136.4;33.44;3.08;0;84.2;0.08417224;75.33;231.7;41.32;34.01;0.075;0.232;0.034;73.43;246;29.7;82.4;1.502;135.8;23.45;1.502;0.791;3.88;0.05;0.225;0.75;334;3.878;1.889;0
2023-02-15 09:00:00;7079;13.85;8.97;4.977;70.73;1030;1.409;137.8;29.18;4.23;0;254.3;0.2542978;256;676.1;192.8;63.15;0.256;0.676;0.063;247.5;692.7;49.93;73.55;2.862;143.8;17.17;2.862;1.036;5.55;0.047;0.331;0.89;334;3.79;3.716;0
2023-02-15 10:00:00;7080;13.84;9.65;7.605;59.85;1030;1.399;138.4;31.18;4.31;0;399.5;0.3995451;392.6;782.5;316.8;75.82;0.393;0.783;0.076;383.7;804;58.14;66.14;2.634;139.8;21.28;2.634;1.094;5.45;0.072;0.408;1.32;335.3;5.986;6.99;0
2023-02-15 11:00:00;7081;13.79;12.28;10.83;49.24;1030;1.088;27.88;89.6;4.01;0;500.9;0.5009265;490.1;833;406.3;83.9;0.49;0.833;0.084;482.8;859;63.83;60.81;1.669;133.1;99.5;1.669;1.021;4.96;-0.011;0.367;1.17;336.7;8.38;9.75;0
2023-02-15 12:00:00;7082;13.71;15.4;11.29;51.92;1029;1.857;342.6;49.12;5.54;0;550.9;0.5508722;530.6;835;440.3;90.4;0.531;0.835;0.09;524;862;69.53;58.18;2.709;308.9;25;2.709;1.216;5.97;-0.139;0.466;1.36;337.4;9.52;10.27;0
2023-02-15 13:00:00;7083;13.65;17.89;12.06;54.04;1028;3.164;341.6;36.11;8.59;0;530;0.529958;505.8;767.6;400.4;105.4;0.506;0.768;0.105;499.6;794.6;85.1;58.64;5.392;305.4;13.31;5.392;1.926;10.63;-0.293;0.601;1.72;338.8;11.77;11.49;0
2023-02-15 14:00:00;7084;13.64;19.59;13.55;49.8;1027;2.888;340.9;39.58;8.35;0;354.8;0.3547604;332.7;343.6;164.6;168.2;0.333;0.344;0.168;328;366.7;152.6;62.11;4.209;312.9;22.25;4.209;1.704;11.44;-0.202;0.604;1.91;340.3;14.35;12.35;0
2023-02-15 15:00:00;7085;13.63;20.08;13.8;46.17;1027;2.929;351.1;40.31;9.99;0;239.9;0.2398603;218.1;107.8;36.56;181.5;0.218;0.108;0.182;213.4;121.5;172;68.12;3.548;323.9;27.64;3.548;1.677;9.49;-0.216;0.742;2.53;340.8;15.15;12.6;0
2023-02-15 16:00:00;7086;13.63;20.11;14.72;44.68;1027;2.706;348;38.06;9.04;0;267.3;0.2672732;269.2;514.2;122.5;146.7;0.269;0.514;0.147;262.5;544.3;133.1;76;3.442;319.3;25.36;3.442;1.684;9.37;-0.257;0.64;1.6;340.7;15.09;13.28;0
2023-02-15 17:00:00;7087;13.62;20.86;13.25;51.21;1028;1.979;332.7;37.32;5.37;0;42.72;0.04272183;43.2;21.29;3.348;39.85;0.043;0.021;0.04;44.28;33.88;40.1;85.1;3.198;303.3;15.03;3.198;0.962;5.79;-0.093;0.407;1.56;340.9;15.43;11.38;0
2023-02-15 18:00:00;7088;13.63;19.57;12.26;54.75;1028;1.796;335.9;44.8;5.33;0;0.315;0.0003148229;7.131;0;0;7.131;0.007;0;0.007;7.538;1.345;7.532;95.2;2.665;315.7;24.6;2.665;1.134;5.13;-0.107;0.417;1.69;340.8;15.25;10.28;0
2023-02-15 19:00:00;7089;13.64;18.17;10.64;56.96;1029;0.509;146.3;49.87;1.43;0;0;0;6.275;0;0;6.275;0.006;0;0.006;6.138;0;6.138;105.7;0.58;133.1;63.39;0.571;0.314;1.9;-0.018;0.144;0.38;340.3;14.35;8.35;0
2023-02-15 20:00:00;7090;13.67;17.08;9.6;60.23;1029;0.963;126.6;19.05;2.13;0;0;0;6.339;0;0;6.339;0.006;0;0.006;6.196;0;6.196;116.2;1.28;117;19.3;1.28;0.52;2.85;0.004;0.169;0.69;339.6;13.15;7.637;0
2023-02-15 21:00:00;7091;13.67;16.17;9.04;60.96;1029;1.017;126.5;27.08;2.78;0;0;0;6.344;0;0;6.344;0.006;0;0.006;6.198;0;6.198;126.4;1.578;108.6;20.65;1.578;0.534;3.59;0.012;0.213;0.79;339.2;12.42;7.126;0
2023-02-15 22:00:00;7092;13.74;15.42;8.58;62.64;1029;1.155;135;22.26;3.06;0;0;0;6.325;0;0;6.325;0.006;0;0.006;6.177;0;6.177;135.6;1.719;128.7;20.72;1.719;0.645;3.53;0.033;0.247;0.78;338.8;11.9;6.426;0
2023-02-15 23:00:00;7093;13.74;14.75;7.917;65.05;1029;1.079;137.4;24.99;2.97;0;0;0;6.271;0;0;6.271;0.006;0;0.006;6.121;0;6.121;142.9;1.63;134.3;18.09;1.63;0.583;3.16;0.034;0.244;0.86;338.4;11.17;6.012;0
2023-02-16 00:00:00;7094;13.75;14.17;7.298;67.93;1029;0.939;118.5;42.4;2.61;0;0;0;6.217;0;0;6.217;0.006;0;0.006;6.065;0;6.065;146.8;1.361;111.9;41.9;1.357;0.602;3.25;0.008;0.193;0.7;338.2;10.74;5.471;0
2023-02-16 01:00:00;7095;13.74;13.61;6.479;70.15;1029;0.912;350.6;68.17;3.22;0;0;0;6.28;0;0;6.28;0.006;0;0.006;6.123;0;6.123;146.1;1.106;336.2;67.07;1.106;0.573;3.34;-0.039;0.167;0.43;337.7;10;4.01;0
2023-02-16 02:00:00;7096;13.74;12.97;5.207;76.35;1030;0.56;232.6;96.4;2.05;0;0;0;6.271;0;0;6.271;0.006;0;0.006;6.107;0;6.107;141;0.718;260.3;73.48;0.716;0.453;2.24;-0.046;0.127;0.49;337.2;9.08;2.852;0
2023-02-16 03:00:00;7097;13.76;12.28;4.671;78.64;1029;0.581;122.7;56.83;1.26;0;0;0;6.248;0;0;6.248;0.006;0;0.006;6.083;0;6.083;132.9;0.765;113.4;64.97;0.764;0.381;2.1;-0.007;0.133;0.56;337;8.74;2.99;0
2023-02-16 04:00:00;7098;13.81;11.62;4.843;72.99;1029;1.023;131.8;23.33;2.64;0;0;0;6.237;0;0;6.237;0.006;0;0.006;6.073;0;6.073;123.3;1.58;130;23.43;1.575;0.669;3.32;0.034;0.218;0.68;336.8;8.5;2.441;0
2023-02-16 05:00:00;7099;13.81;11.06;4.053;77.66;1030;0.921;148.9;49.81;3.05;0;0;0;6.207;0;0;6.207;0.006;0;0.006;6.04;0;6.04;113;1.695;148.8;34.04;1.695;0.666;3.95;-0.004;0.248;0.85;336.1;7.372;1.898;0
2023-02-16 06:00:00;7100;13.81;10.54;3.984;75.25;1030;1.078;136.3;23.52;3.23;0;0;0;6.116;0;0;6.116;0.006;0;0.006;5.951;0;5.951;102.4;1.894;132.4;20.12;1.894;0.766;4.11;0.063;0.287;0.97;336;7.185;1.518;0
