DateHeure,Valeur_HUMIDITY,Valeur_GLOBAL_RADIANCE,Valeur_TEMPERATURE,Prod. Photovoltaique (kWh),Rayonnement (W/m2)
2020-01-01 00:00:00,90.7,0.0,1.937,0.0,6.2360334
2020-01-01 01:00:00,90.5,0.0,1.695,0.0,6.1849504
2020-01-01 02:00:00,91.7,0.0,1.117,0.0,6.211167
2020-01-01 03:00:00,93.2,0.0,0.599,0.0,6.10545
2020-01-01 04:00:00,94.3,0.0,0.231,0.0,6.1588
2020-01-01 05:00:00,96.5,0.0,-0.419,0.0,6.17105
2020-01-01 06:00:00,98.4,0.0,-0.703,0.0,6.1386833
2020-01-01 07:00:00,98.9,0.006,-0.668,0.0,6.1875167
2020-01-01 08:00:00,98.7,8.4,-0.286,0.0,11.737117
2020-01-01 09:00:00,98.4,44.82,-0.092,0.1640625,42.701
2020-01-01 10:00:00,93.3,213.8,1.246,1.8359375,228.84851
2020-01-01 11:00:00,86.9,326.2,2.513,4.5,348.765
2020-01-01 12:00:00,80.4,347.9,4.26,5.3359375,364.39835
2020-01-01 13:00:00,85.0,233.0,3.255,5.1640625,237.64334
2020-01-01 14:00:00,83.8,219.7,3.765,2.5,231.65334
2020-01-01 15:00:00,84.8,108.3,3.475,1.1640625,122.64917
2020-01-01 16:00:00,93.2,13.34,1.676,0.3359375,18.0088
2020-01-01 17:00:00,96.0,0.021,1.089,0.0,6.3644667
2020-01-01 18:00:00,96.3,0.0,1.149,0.0,6.208017
2020-01-01 19:00:00,96.1,0.0,1.121,0.0,6.263617
2020-01-01 20:00:00,96.2,0.0,0.997,0.0,6.2027
2020-01-01 21:00:00,96.1,0.0,0.98,0.0,6.1199837
2020-01-01 22:00:00,96.9,0.0,0.595,0.0,6.1944833
2020-01-01 23:00:00,98.3,0.0,0.047,0.0,6.1791835
2020-01-02 00:00:00,99.0,0.0,-0.144,0.0,6.200917
2020-01-02 01:00:00,99.1,0.0,-0.385,0.0,6.214667
2020-01-02 02:00:00,99.4,0.0,-0.286,0.0,6.1933336
2020-01-02 03:00:00,99.7,0.0,-0.262,0.0,5.9952545
2020-01-02 04:00:00,99.8,0.0,-0.312,0.0,6.1543503
2020-01-02 05:00:00,99.8,0.0,-0.311,0.0,6.1668835
2020-01-02 06:00:00,99.6,0.0,-0.445,0.0,6.20585
2020-01-02 07:00:00,99.6,0.0,-0.471,0.0,6.1692834
2020-01-02 08:00:00,99.6,3.814,-0.773,0.0,7.8171
2020-01-02 09:00:00,99.6,25.02,-0.756,0.0,27.629665
2020-01-02 10:00:00,99.1,48.28,-0.339,0.6640625,47.823166
2020-01-02 11:00:00,97.9,69.4,0.032,0.3359375,66.584
2020-01-02 12:00:00,95.5,83.5,0.384,0.8359375,78.83
2020-01-02 13:00:00,94.5,92.5,0.742,0.328125,86.232
2020-01-02 14:00:00,93.8,72.12,0.982,0.8359375,69.55233
2020-01-02 15:00:00,94.2,36.67,0.77,0.0,36.443897
2020-01-02 16:00:00,95.5,10.47,0.431,0.0,13.37695
2020-01-02 17:00:00,96.2,0.257,0.264,0.0,5.825467
2020-01-02 18:00:00,97.2,0.0,0.045,0.0,6.2040668
2020-01-02 19:00:00,97.8,0.0,-0.323,0.0,6.1884503
2020-01-02 20:00:00,98.5,0.0,-0.364,0.0,6.1415334
2020-01-02 21:00:00,98.8,0.0,-0.354,0.0,6.139644
2020-01-02 22:00:00,98.9,0.0,-0.432,0.0,6.01655
2020-01-02 23:00:00,99.2,0.0,-0.521,0.0,6.202367
2020-01-03 00:00:00,99.4,0.0,-0.572,0.0,6.1429
2020-01-03 01:00:00,99.6,0.0,-0.642,0.0,6.158
2020-01-03 02:00:00,99.8,0.0,-0.831,0.0,6.1453834
2020-01-03 03:00:00,100.0,0.0,-0.905,0.0,6.1631503
2020-01-03 04:00:00,100.0,0.0,-1.192,0.0,6.0808
2020-01-03 05:00:00,100.0,0.0,-1.26,0.0,6.1189837
2020-01-03 06:00:00,100.0,0.0,-1.248,0.0,6.1069503
2020-01-03 07:00:00,100.0,0.0,-1.16,0.0,6.1811004
2020-01-03 08:00:00,100.0,8.0,-0.941,0.0,11.13635
2020-01-03 09:00:00,100.0,48.7,-0.898,0.5,47.5635
2020-01-03 10:00:00,99.9,86.8,-0.535,0.6640625,80.916664
2020-01-03 11:00:00,95.4,264.2,1.677,1.171875,264.39667
2020-01-03 12:00:00,82.4,262.4,3.782,2.1640625,263.4793
2020-01-03 13:00:00,83.0,201.5,3.86,1.3359375,196.16333
2020-01-03 14:00:00,79.4,173.3,4.987,1.328125,176.365
2020-01-03 15:00:00,84.0,85.0,4.45,0.8359375,88.17267
2020-01-03 16:00:00,86.9,23.73,3.947,0.0,29.423082
2020-01-03 17:00:00,90.8,0.207,3.241,0.0,6.2205
2020-01-03 18:00:00,90.6,0.0,3.309,0.0,6.205644
2020-01-03 19:00:00,90.9,0.001,3.166,0.0,6.2124834
2020-01-03 20:00:00,92.4,0.0,3.31,0.0,6.194967
2020-01-03 21:00:00,94.8,0.0,3.222,0.0,6.212407
2020-01-03 22:00:00,93.3,0.0,3.405,0.0,6.1466336
2020-01-03 23:00:00,94.6,0.0,3.511,0.0,6.2306166
2020-01-04 00:00:00,95.2,0.0,3.622,0.0,6.2447166
2020-01-04 01:00:00,96.8,0.0,3.06,0.0,6.24025
2020-01-04 02:00:00,97.8,0.0,2.81,0.0,6.1873336
2020-01-04 03:00:00,98.0,0.0,2.67,0.0,6.1899667
2020-01-04 04:00:00,98.6,0.0,2.254,0.0,6.1124
2020-01-04 05:00:00,98.9,0.0,2.349,0.0,6.15385
2020-01-04 06:00:00,98.6,0.0,2.317,0.0,6.1111016
2020-01-04 07:00:00,98.3,0.0,2.436,0.0,6.2193503
2020-01-04 08:00:00,95.9,16.91,3.645,0.1640625,20.494766
2020-01-04 09:00:00,90.9,97.5,5.088,0.8359375,95.91525
2020-01-04 10:00:00,79.48,229.2,8.19,1.8359375,229.09334
2020-01-04 11:00:00,75.73,214.8,9.6,3.1640625,213.68484
2020-01-04 12:00:00,77.75,252.5,10.28,3.3359375,248.51834
2020-01-04 13:00:00,76.78,161.5,10.32,3.6640625,165.30333
2020-01-04 14:00:00,78.63,83.7,9.75,1.0,85.0765
2020-01-04 15:00:00,81.7,68.32,9.06,0.6640625,76.583
2020-01-04 16:00:00,77.13,9.7,8.42,0.3359375,14.268633
2020-01-04 17:00:00,78.39,0.383,7.836,0.0,6.2629833
2020-01-04 18:00:00,78.65,0.0,7.408,0.0,6.3402834
2020-01-04 19:00:00,78.93,0.0,6.919,0.0,6.331567
2020-01-04 20:00:00,79.35,0.0,6.409,0.0,6.1989503
2020-01-04 21:00:00,79.43,0.0,5.913,0.0,6.28125
2020-01-04 22:00:00,79.66,0.0,5.422,0.0,6.338017
2020-01-04 23:00:00,81.0,0.0,4.849,0.0,6.2839003
2020-01-05 00:00:00,82.1,0.0,4.341,0.0,6.1720176
2020-01-05 01:00:00,82.4,0.0,4.008,0.0,6.1755166
2020-01-05 02:00:00,83.3,0.0,3.62,0.0,6.2054834
2020-01-05 03:00:00,84.1,0.0,3.289,0.0,6.2802167
2020-01-05 04:00:00,83.0,0.0,3.306,0.0,6.2423334
2020-01-05 05:00:00,82.8,0.0,3.088,0.0,6.2227
2020-01-05 06:00:00,84.8,0.0,2.482,0.0,6.1464486
2020-01-05 07:00:00,87.7,0.0,1.812,0.0,6.2581167
2020-01-05 08:00:00,89.6,6.729,1.297,0.0,11.353883
2020-01-05 09:00:00,89.9,32.12,1.255,0.0,30.493832
2020-01-05 10:00:00,86.9,87.5,2.037,0.0,85.41333
2020-01-05 11:00:00,76.19,259.8,4.71,1.1640625,269.78333
2020-01-05 12:00:00,65.85,364.9,6.939,2.5,381.09125
2020-01-05 13:00:00,61.43,337.3,7.689,3.3359375,354.87
2020-01-05 14:00:00,65.62,197.7,6.84,1.8359375,200.6
2020-01-05 15:00:00,61.89,129.0,7.745,0.6640625,146.96901
2020-01-05 16:00:00,71.16,18.57,5.576,0.5,23.787699
2020-01-05 17:00:00,75.84,0.158,4.724,0.0,6.665167
2020-01-05 18:00:00,78.5,0.0,4.294,0.0,6.24655
2020-01-05 19:00:00,80.5,0.0,3.969,0.0,6.2656837
2020-01-05 20:00:00,80.7,0.0,3.813,0.0,6.2509503
2020-01-05 21:00:00,82.8,0.0,3.252,0.0,6.262767
2020-01-05 22:00:00,85.5,0.0,2.652,0.0,6.23525
2020-01-05 23:00:00,87.5,0.0,2.095,0.0,6.190417
2020-01-06 00:00:00,89.2,0.0,1.938,0.0,6.095083
2020-01-06 01:00:00,86.7,0.0,1.808,0.0,6.203417
2020-01-06 02:00:00,88.4,0.0,1.58,0.0,6.1762004
2020-01-06 03:00:00,90.7,0.0,1.073,0.0,6.1409
2020-01-06 04:00:00,91.6,0.0,0.841,0.0,6.153967
2020-01-06 05:00:00,93.5,0.0,0.451,0.0,6.15275
2020-01-06 06:00:00,92.8,0.0,0.619,0.0,6.0694337
2020-01-06 07:00:00,92.5,0.0,0.615,0.0,6.29255
2020-01-06 08:00:00,93.6,8.71,0.302,0.0,12.583783
2020-01-06 09:00:00,89.8,119.2,1.17,0.1640625,107.825836
2020-01-06 10:00:00,83.8,238.4,2.765,1.8359375,261.30835
2020-01-06 11:00:00,73.03,324.5,5.509,4.0,350.25833
2020-01-06 12:00:00,66.67,365.5,7.107,5.5,383.5712
2020-01-06 13:00:00,58.61,353.9,9.21,6.8359375,380.99335
2020-01-06 14:00:00,52.43,284.1,10.69,4.328125,315.33334
2020-01-06 15:00:00,55.15,130.3,9.82,1.5,150.55695
2020-01-06 16:00:00,64.94,14.51,7.194,0.8359375,19.558167
2020-01-06 17:00:00,71.41,0.288,6.306,0.0,6.8535166
2020-01-06 18:00:00,78.54,0.0,4.971,0.0,6.3792334
2020-01-06 19:00:00,79.92,0.0,4.415,0.0,6.3648334
2020-01-06 20:00:00,81.7,0.0,3.925,0.0,6.2822003
2020-01-06 21:00:00,83.5,0.0,3.49,0.0,6.2301188
2020-01-06 22:00:00,87.3,0.0,2.65,0.0,6.167617
2020-01-06 23:00:00,88.7,0.0,2.156,0.0,6.2178836
2020-01-07 00:00:00,88.5,0.0,2.012,0.0,6.113983
2020-01-07 01:00:00,89.4,0.0,1.427,0.0,6.174367
2020-01-07 02:00:00,89.7,0.0,1.507,0.0,6.185167
2020-01-07 03:00:00,89.5,0.0,1.491,0.0,6.1724334
2020-01-07 04:00:00,89.6,0.0,1.314,0.0,6.08335
2020-01-07 05:00:00,91.6,0.0,0.79,0.0,6.1645837
2020-01-07 06:00:00,92.8,0.0,0.598,0.0,6.1257834
2020-01-07 07:00:00,93.1,0.0,0.365,0.0,6.2587667
2020-01-07 08:00:00,92.8,15.25,0.433,0.0,19.538033
2020-01-07 09:00:00,88.4,97.3,1.639,0.3359375,103.23767
2020-01-07 10:00:00,81.2,142.7,3.264,2.0,148.265
2020-01-07 11:00:00,73.89,265.0,5.399,3.5,275.95
2020-01-07 12:00:00,63.82,358.6,7.769,7.328125,376.5417
2020-01-07 13:00:00,56.79,346.3,9.88,8.5,372.0
2020-01-07 14:00:00,63.23,201.0,10.08,5.671875,213.84834
2020-01-07 15:00:00,72.25,141.7,9.68,2.1640625,149.27718
2020-01-07 16:00:00,75.16,42.69,8.89,1.3359375,45.970665
2020-01-07 17:00:00,78.0,0.444,8.27,0.1640625,6.36205
2020-01-07 18:00:00,82.6,0.0,7.228,0.0,6.8684335
2020-01-07 19:00:00,84.0,0.0,6.821,0.0,6.3175335
2020-01-07 20:00:00,87.9,0.0,5.839,0.0,6.2913337
2020-01-07 21:00:00,89.2,0.0,5.112,0.0,6.186305
2020-01-07 22:00:00,89.5,0.0,4.215,0.0,6.263417
2020-01-07 23:00:00,89.8,0.0,3.77,0.0,6.2421002
2020-01-08 00:00:00,90.3,0.033,3.915,0.0,6.2539167
2020-01-08 01:00:00,89.1,0.0,3.911,0.0,6.2295337
2020-01-08 02:00:00,88.8,0.0,3.868,0.0,6.120667
2020-01-08 03:00:00,89.7,0.0,3.612,0.0,6.2127967
2020-01-08 04:00:00,91.2,0.0,3.355,0.0,6.23185
2020-01-08 05:00:00,92.9,0.0,2.658,0.0,6.1916003
2020-01-08 06:00:00,95.1,0.0,1.511,0.0,6.1923733
2020-01-08 07:00:00,96.4,0.0,0.966,0.0,6.3044333
2020-01-08 08:00:00,95.5,12.09,0.954,0.0,16.1873
2020-01-08 09:00:00,96.4,90.2,0.231,0.3359375,86.168335
2020-01-08 10:00:00,90.7,228.7,2.463,1.0,246.64
2020-01-08 11:00:00,81.7,311.6,4.513,2.1640625,330.49335
2020-01-08 12:00:00,76.53,327.7,6.046,3.6640625,336.26834
2020-01-08 13:00:00,66.07,347.3,8.86,4.171875,369.28833
2020-01-08 14:00:00,63.715,241.65,9.495,2.328125,316.84668
2020-01-08 15:00:00,61.36,136.0,10.13,0.671875,171.35316
2020-01-08 16:00:00,70.18,29.52,8.35,0.6640625,36.497833
2020-01-08 17:00:00,75.65,0.368,7.204,0.0,7.0028334
2020-01-08 18:00:00,78.68,0.0,6.429,0.0,6.2911553
2020-01-08 19:00:00,81.7,0.0,5.608,0.0,6.2646832
2020-01-08 20:00:00,82.4,0.0,4.984,0.0,6.3136334
2020-01-08 21:00:00,84.1,0.0,4.271,0.0,6.264167
2020-01-08 22:00:00,83.4,0.0,4.104,0.0,6.2694836
2020-01-08 23:00:00,85.6,0.0,3.61,0.0,6.2199335
2020-01-09 00:00:00,85.2,0.0,3.31,0.0,6.142117
2020-01-09 01:00:00,87.9,0.0,2.726,0.0,6.215417
2020-01-09 02:00:00,88.9,0.0,2.233,0.0,6.205267
2020-01-09 03:00:00,88.2,0.0,1.871,0.0,6.192617
2020-01-09 04:00:00,88.3,0.0,1.584,0.0,6.2235003
2020-01-09 05:00:00,82.5,0.0,2.231,0.0,6.173267
2020-01-09 06:00:00,85.5,0.0,1.751,0.0,6.11725
2020-01-09 07:00:00,87.0,0.001,1.389,0.0,6.3947835
2020-01-09 08:00:00,86.7,15.44,1.367,0.0,18.26825
2020-01-09 09:00:00,82.6,114.0,2.448,0.0,96.033165
2020-01-09 10:00:00,70.36,238.0,5.35,1.5,267.55167
2020-01-09 11:00:00,60.67,333.2,8.04,2.6640625,363.89166
2020-01-09 12:00:00,52.92,379.6,9.74,4.3359375,404.19168
2020-01-09 13:00:00,46.17,294.3,11.54,4.5,319.64
2020-01-09 14:00:00,45.92,301.7,11.9,2.0,334.03168
2020-01-09 15:00:00,44.5,164.2,11.93,1.0,190.57217
2020-01-09 16:00:00,53.04,16.1,8.94,0.0,21.274
2020-01-09 17:00:00,62.87,0.331,7.825,0.0,6.8154335
2020-01-09 18:00:00,66.81,0.0,6.984,0.0,6.4100666
2020-01-09 19:00:00,68.8,0.0,6.529,0.0,6.36935
2020-01-09 20:00:00,44.42,0.0,9.47,0.0,6.32485
2020-01-09 21:00:00,59.82,0.0,7.307,0.0,6.3152833
2020-01-09 22:00:00,68.02,0.0,6.778,0.0,6.191167
2020-01-09 23:00:00,70.83,0.0,8.08,0.0,6.262067
2020-01-10 00:00:00,72.28,0.0,8.91,0.0,6.2195935
2020-01-10 01:00:00,64.88,0.0,7.668,0.0,6.2922
2020-01-10 02:00:00,62.66,0.0,6.44,0.0,6.30235
2020-01-10 03:00:00,63.54,0.0,6.436,0.0,6.1750836
2020-01-10 04:00:00,67.08,0.0,6.518,0.0,6.2927833
2020-01-10 05:00:00,71.99,0.0,6.793,0.0,6.27565
2020-01-10 06:00:00,76.78,0.0,6.741,0.0,6.2786837
2020-01-10 07:00:00,85.2,0.0,5.808,0.0,6.32915
2020-01-10 08:00:00,84.0,10.62,5.862,0.0,15.363966
2020-01-10 09:00:00,80.2,90.6,6.777,0.6640625,85.8915
2020-01-10 10:00:00,77.41,125.8,7.849,1.171875,116.46667
2020-01-10 11:00:00,76.57,137.3,8.21,1.6640625,126.21667
2020-01-10 12:00:00,73.13,309.1,9.55,2.3359375,311.33334
2020-01-10 13:00:00,59.21,316.8,11.73,6.328125,333.49167
2020-01-10 14:00:00,59.79,161.5,11.1,3.171875,161.795
2020-01-10 15:00:00,64.02,123.4,10.71,1.328125,128.46083
2020-01-10 16:00:00,72.65,30.26,10.01,0.3359375,34.055664
2020-01-10 17:00:00,73.77,0.727,9.92,0.0,6.3168
2020-01-10 18:00:00,79.46,0.0,9.15,0.0,6.4061337
2020-01-10 19:00:00,72.65,0.0,9.39,0.0,6.31535
2020-01-10 20:00:00,74.29,0.0,8.8,0.0,6.3688335
2020-01-10 21:00:00,75.59,0.0,8.42,0.0,6.3417835
2020-01-10 22:00:00,77.38,0.0,8.06,0.0,6.3586836
2020-01-10 23:00:00,79.25,0.0,7.73,0.0,6.3339667
2020-01-11 00:00:00,82.2,0.0,7.15,0.0,6.266383
2020-01-11 01:00:00,83.1,0.0,7.194,0.0,6.3198166
2020-01-11 02:00:00,83.9,0.0,6.953,0.0,6.29275
2020-01-11 03:00:00,85.2,0.0,6.849,0.0,6.3411837
2020-01-11 04:00:00,86.5,0.0,6.664,0.0,6.313417
2020-01-11 05:00:00,86.2,0.0,6.571,0.0,6.2484
2020-01-11 06:00:00,86.5,0.001,5.981,0.0,6.2670836
2020-01-11 07:00:00,86.2,0.0,6.102,0.0,6.328817
2020-01-11 08:00:00,84.4,7.306,6.168,0.0,10.952617
2020-01-11 09:00:00,83.2,37.0,6.197,0.5,35.802166
2020-01-11 10:00:00,78.49,132.1,6.99,0.8359375,126.5435
2020-01-11 11:00:00,73.97,189.1,8.03,1.828125,178.54001
2020-01-11 12:00:00,75.74,212.7,8.27,2.5,201.43167
2020-01-11 13:00:00,75.78,312.6,8.38,2.8359375,315.18167
2020-01-11 14:00:00,73.63,245.1,8.58,4.3359375,266.30167
2020-01-11 15:00:00,78.11,88.9,7.381,1.328125,88.59417
2020-01-11 16:00:00,80.2,34.65,6.85,0.8359375,39.533165
2020-01-11 17:00:00,81.6,1.15,6.445,0.0,6.61765
2020-01-11 18:00:00,82.4,0.0,5.913,0.0,6.3265333
2020-01-11 19:00:00,84.6,0.0,5.555,0.0,6.30985
2020-01-11 20:00:00,85.1,0.0,5.192,0.0,6.3025336
2020-01-11 21:00:00,84.4,0.0,5.047,0.0,6.23215
2020-01-11 22:00:00,86.2,0.0,4.512,0.0,6.26065
2020-01-11 23:00:00,83.6,0.0,4.327,0.0,6.2465835
2020-01-12 00:00:00,84.0,0.0,3.767,0.0,6.2213836
2020-01-12 01:00:00,85.0,0.0,3.221,0.0,6.238517
2020-01-12 02:00:00,84.4,0.0,2.886,0.0,6.1950502
2020-01-12 03:00:00,86.1,0.0,2.447,0.0,6.130817
2020-01-12 04:00:00,86.6,0.0,2.188,0.0,6.1898503
2020-01-12 05:00:00,86.9,0.0,1.46,0.0,6.163367
2020-01-12 06:00:00,86.6,0.0,1.38,0.0,6.1462836
2020-01-12 07:00:00,87.3,0.0,1.185,0.0,6.308467
2020-01-12 08:00:00,92.5,9.95,0.858,0.0,12.814616
2020-01-12 09:00:00,87.8,127.8,2.092,0.5,88.894
2020-01-12 10:00:00,82.0,254.3,3.373,1.5,278.78333
2020-01-12 11:00:00,73.77,348.0,5.321,2.5,372.905
2020-01-12 12:00:00,63.75,390.0,7.751,3.1640625,409.63333
2020-01-12 13:00:00,55.04,381.2,9.8,3.5,408.61502
2020-01-12 14:00:00,49.12,317.3,10.57,2.5,348.52667
2020-01-12 15:00:00,48.31,189.9,10.39,1.0,217.47867
2020-01-12 16:00:00,54.64,29.25,7.749,0.3359375,34.835835
2020-01-12 17:00:00,64.47,1.416,6.317,0.0,7.8494
2020-01-12 18:00:00,70.43,0.0,5.242,0.0,6.4280667
2020-01-12 19:00:00,73.89,0.0,4.662,0.0,6.312967
2020-01-12 20:00:00,77.32,0.0,3.958,0.0,6.272717
2020-01-12 21:00:00,82.9,0.0,2.834,0.0,6.2936835
2020-01-12 22:00:00,83.1,0.0,2.533,0.0,6.2616334
2020-01-12 23:00:00,81.7,0.0,2.676,0.0,6.2039666
2020-01-13 00:00:00,81.3,0.0,2.388,0.0,6.2154503
2020-01-13 01:00:00,83.7,0.0,1.931,0.0,6.1466002
2020-01-13 02:00:00,85.4,0.0,1.701,0.0,6.159333
2020-01-13 03:00:00,86.3,0.0,1.362,0.0,6.1860666
2020-01-13 04:00:00,87.3,0.0,1.078,0.0,6.1821833
2020-01-13 05:00:00,87.5,0.0,0.851,0.0,6.1381335
2020-01-13 06:00:00,86.1,0.0,0.942,0.0,6.1918
2020-01-13 07:00:00,88.2,0.0,0.66,0.0,6.3066835
2020-01-13 08:00:00,87.9,21.15,0.612,0.0,23.626633
2020-01-13 09:00:00,84.5,134.4,1.468,0.3359375,107.8005
2020-01-13 10:00:00,78.67,252.3,3.085,1.1640625,264.575
2020-01-13 11:00:00,71.66,308.2,4.345,2.0,317.325
2020-01-13 12:00:00,60.14,358.9,6.926,2.5,365.88333
2020-01-13 13:00:00,55.76,280.0,7.78,2.5,280.52667
2020-01-13 14:00:00,55.55,192.0,8.25,1.8359375,197.04834
2020-01-13 15:00:00,57.13,147.5,7.937,0.6640625,159.09334
2020-01-13 16:00:00,58.6,18.82,6.684,0.0,24.133667
2020-01-13 17:00:00,65.64,1.013,5.478,0.6640625,7.25425
2020-01-13 18:00:00,71.04,0.0,4.512,0.3359375,6.2426333
2020-01-13 19:00:00,72.25,0.0,4.093,0.0,6.3050666
2020-01-13 20:00:00,79.15,0.0,2.805,0.0,6.2385335
2020-01-13 21:00:00,80.2,0.0,2.428,0.0,6.2190666
2020-01-13 22:00:00,84.4,0.0,1.404,0.0,6.2515335
2020-01-13 23:00:00,87.9,0.0,0.726,0.0,6.16835
2020-01-14 00:00:00,88.7,0.0,0.469,0.0,6.1133504
2020-01-14 01:00:00,89.0,0.0,0.377,0.0,6.1457834
2020-01-14 02:00:00,88.3,0.0,0.216,0.0,6.1941166
2020-01-14 03:00:00,88.6,0.0,0.204,0.0,6.1596336
2020-01-14 04:00:00,87.4,0.0,0.24,0.0,6.1466002
2020-01-14 05:00:00,86.9,0.0,-0.004,0.0,6.1872334
2020-01-14 06:00:00,90.3,0.0,-0.604,0.0,6.15075
2020-01-14 07:00:00,89.4,0.0,-0.423,0.0,6.183517
2020-01-14 08:00:00,86.3,14.15,-0.2,0.0,15.148316
2020-01-14 09:00:00,78.19,138.7,1.968,0.0,98.698
2020-01-14 10:00:00,68.37,252.8,4.153,0.8359375,272.27667
2020-01-14 11:00:00,59.39,338.2,7.1,2.1640625,363.96667
2020-01-14 12:00:00,50.26,382.1,10.37,3.1640625,402.31668
2020-01-14 13:00:00,43.65,367.9,12.58,3.5,394.21167
2020-01-14 14:00:00,41.17,304.6,14.16,3.0,334.67166
2020-01-14 15:00:00,41.46,195.0,14.03,1.0,226.40817
2020-01-14 16:00:00,51.27,25.62,11.19,0.3359375,31.873165
2020-01-14 17:00:00,56.41,1.8,9.66,0.0,8.555866
2020-01-14 18:00:00,59.82,0.0,8.66,0.0,7.055917
2020-01-14 19:00:00,57.41,0.0,8.96,0.0,6.4192834
2020-01-14 20:00:00,51.2,0.0,10.04,0.0,6.3635
2020-01-14 21:00:00,52.19,0.0,9.67,0.0,6.35535
2020-01-14 22:00:00,52.16,0.0,9.51,0.0,6.225517
2020-01-14 23:00:00,48.81,0.0,10.2,0.0,6.2831
2020-01-15 00:00:00,48.98,0.0,9.98,0.0,6.2867503
2020-01-15 01:00:00,52.14,0.0,9.2,0.0,6.299017
2020-01-15 02:00:00,59.19,0.0,7.419,0.0,6.287317
2020-01-15 03:00:00,55.13,0.0,8.6,0.0,6.19145
2020-01-15 04:00:00,50.3,0.0,10.28,0.0,6.2733502
2020-01-15 05:00:00,51.62,0.0,9.5,0.0,6.312417
2020-01-15 06:00:00,52.42,0.0,9.17,0.0,6.27385
2020-01-15 07:00:00,51.14,0.0,9.59,0.0,6.4261336
2020-01-15 08:00:00,47.33,12.81,11.09,0.0,13.703549
2020-01-15 09:00:00,44.96,143.4,12.29,0.1640625,92.72283
2020-01-15 10:00:00,43.73,168.4,13.15,1.171875,174.48167
2020-01-15 11:00:00,41.37,204.4,14.13,1.1640625,197.91167
2020-01-15 12:00:00,39.05,238.0,14.96,1.6640625,223.57834
2020-01-15 13:00:00,38.86,149.8,15.26,2.3359375,142.175
2020-01-15 14:00:00,39.44,137.6,15.38,1.6640625,132.82167
2020-01-15 15:00:00,39.99,97.3,15.22,1.5,98.01833
2020-01-15 16:00:00,43.05,45.23,14.58,1.0,50.560333
2020-01-15 17:00:00,46.09,1.367,13.6,0.3359375,8.07345
2020-01-15 18:00:00,49.52,0.0,12.82,0.0,6.36355
2020-01-15 19:00:00,72.14,0.0,9.85,0.0,6.4124503
2020-01-15 20:00:00,79.62,0.0,8.85,0.0,6.401067
2020-01-15 21:00:00,81.3,0.0,7.728,0.0,6.3371167
2020-01-15 22:00:00,77.92,0.0,6.949,0.0,6.302767
2020-01-15 23:00:00,76.53,0.0,6.318,0.0,6.2320166
2020-01-16 00:00:00,76.58,0.0,5.666,0.0,6.2866
2020-01-16 01:00:00,77.29,0.0,5.636,0.0,6.2544837
2020-01-16 02:00:00,76.45,0.0,5.409,0.0,6.23765
2020-01-16 03:00:00,77.2,0.0,5.319,0.0,6.223661
2020-01-16 04:00:00,78.18,0.0,5.007,0.0,6.2549667
2020-01-16 05:00:00,80.3,0.0,4.316,0.0,6.154417
2020-01-16 06:00:00,79.17,0.0,4.312,0.0,6.1945424
2020-01-16 07:00:00,80.4,0.0,3.939,0.0,6.332317
2020-01-16 08:00:00,80.2,13.2,3.794,0.0,14.0863
2020-01-16 09:00:00,78.51,132.0,4.409,0.3359375,89.55033
2020-01-16 10:00:00,65.8,255.3,7.321,2.828125,273.27484
2020-01-16 11:00:00,55.6,346.6,9.89,4.3359375,373.11334
2020-01-16 12:00:00,52.23,388.3,11.17,6.0,407.39
2020-01-16 13:00:00,49.78,378.7,12.65,6.3359375,405.30167
2020-01-16 14:00:00,44.41,316.6,13.89,5.1640625,346.52335
2020-01-16 15:00:00,46.3,211.3,13.28,1.6640625,241.9339
2020-01-16 16:00:00,57.67,21.21,11.04,1.171875,25.768833
2020-01-16 17:00:00,63.3,1.429,9.68,0.1640625,8.141367
2020-01-16 18:00:00,65.38,0.0,8.7,0.0,6.4773335
2020-01-16 19:00:00,69.06,0.0,7.725,0.0,6.436667
2020-01-16 20:00:00,72.74,0.0,6.714,0.0,6.2882667
2020-01-16 21:00:00,76.19,0.0,5.751,0.0,6.382167
2020-01-16 22:00:00,77.89,0.0,5.173,0.0,6.3686833
2020-01-16 23:00:00,78.74,0.0,4.765,0.0,6.2726
2020-01-17 00:00:00,78.83,0.0,4.592,0.0,6.2326503
2020-01-17 01:00:00,75.83,0.0,4.981,0.0,6.23015
2020-01-17 02:00:00,74.88,0.0,5.035,0.0,6.1340003
2020-01-17 03:00:00,73.42,0.0,5.133,0.0,6.12569
2020-01-17 04:00:00,73.44,0.0,4.556,0.0,6.1951337
2020-01-17 05:00:00,73.02,0.0,4.341,0.0,6.192017
2020-01-17 06:00:00,75.75,0.0,3.575,0.0,6.2087502
2020-01-17 07:00:00,78.28,0.0,3.006,0.0,6.3806167
2020-01-17 08:00:00,77.5,25.24,3.125,0.0,28.279932
2020-01-17 09:00:00,73.69,51.7,4.192,0.0,50.848667
2020-01-17 10:00:00,70.02,121.6,5.148,1.1640625,115.752335
2020-01-17 11:00:00,67.3,71.24,5.905,1.171875,73.17616
2020-01-17 12:00:00,73.59,57.81,6.103,0.6640625,61.532166
2020-01-17 13:00:00,84.9,43.09,5.918,1.0,47.00033
2020-01-17 14:00:00,92.6,6.187,5.271,0.0,11.078266
2020-01-17 15:00:00,93.4,5.336,4.913,0.0,10.254766
